variable,,T2,T2,SWDNB,SWDNB,SWUPB,SWUPB,LWDNB,LWDNB,LWUPB,LWUPB,LH,LH,HFX,HFX,GRDFLX,GRDFLX,CLDFRA,CLDFRA,QVAPOR,QVAPOR
stat,,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
domain,time,,,,,,,,,,,,,,,,,,,,
d01,2016-05-25 06:00:00,-0.5292900204658508,1.6213196516036987,-0.8449512124061584,0.04703051969408989,-0.7598075866699219,0.2596997022628784,6.041046142578125,2.822803497314453,12.415828704833984,3.0796446800231934,1.2110028266906738,1.5893146991729736,-2.7211484909057617,5.806046485900879,-4.242669105529785,2.4477639198303223,0.0,0.0,0.00045469359611161053,0.00010382708569522947
d01,2016-05-25 16:00:00,1.9538098573684692,0.2300143837928772,-8.303019523620605,10.757107734680176,-4.755208492279053,28.555997848510742,14.21133804321289,2.103222131729126,24.10849952697754,2.469935178756714,-144.98890686035156,6.495691776275635,64.51371765136719,24.191696166992188,-14.244542121887207,13.417351722717285,0.0,0.0,0.00010876026499317959,0.0003058509901165962
d01,2016-05-26 06:00:00,-4.2568159103393555,1.3978389501571655,-0.5001985430717468,0.9254172444343567,-0.7257987856864929,0.2701488435268402,-12.284010887145996,19.798377990722656,2.344770669937134,3.2114298343658447,-3.822617292404175,3.129793882369995,14.901103019714355,7.594352722167969,20.36356544494629,14.785850524902344,0.1111111119389534,0.31426966190338135,0.0005381946102716029,0.00029052281752228737
d01,2016-05-26 16:00:00,1.4509955644607544,0.6525335907936096,-4.229539394378662,3.6117517948150635,-3.7500362396240234,27.28597068786621,10.266764640808105,4.757715225219727,21.630111694335938,5.710817813873291,-150.68377685546875,8.533705711364746,75.44847106933594,20.03602409362793,-12.052647590637207,23.490259170532227,0.0,0.0,0.00029551630723290145,0.0007916949107311666
d01,2016-05-27 06:00:00,0.5863885283470154,0.8270719051361084,-0.6984217762947083,0.10183462500572205,-0.8258236050605774,0.2885541617870331,7.628563404083252,1.7410932779312134,11.377872467041016,4.61606502532959,2.527977228164673,2.217116117477417,7.064161777496338,7.150928020477295,12.184100151062012,7.373306751251221,0.0,0.0,-0.00023841422807890922,0.0002091733767883852
d01,2016-05-27 16:00:00,1.2396715879440308,0.22627520561218262,-7.75987434387207,5.126902103424072,-4.363203525543213,26.961721420288086,8.375020027160645,1.6499816179275513,18.942201614379883,4.771901607513428,-152.80442810058594,21.936918258666992,65.18997955322266,19.99237823486328,-9.682339668273926,14.687713623046875,0.0,0.0,-0.00017415110778529197,0.0004153945774305612
d01,2016-05-28 06:00:00,-0.0664265900850296,0.7396458387374878,-0.7576279640197754,0.053089339286088943,-0.8929368853569031,0.3096889853477478,0.8901298642158508,1.403732180595398,6.780222415924072,3.6206631660461426,3.326265335083008,2.283989667892456,7.258128643035889,5.6270294189453125,16.46833610534668,9.693928718566895,0.0,0.0,-0.0014034522464498878,0.00010073283192468807
d01,2016-05-28 16:00:00,0.6369052529335022,1.0490049123764038,-1.5543279647827148,1.3422856330871582,-3.2038910388946533,26.76451301574707,2.1727871894836426,3.4248452186584473,16.096092224121094,8.190216064453125,-146.17906188964844,12.791930198669434,89.18555450439453,15.935840606689453,9.218132972717285,15.71323013305664,0.0,0.0,-0.0006819266709499061,0.000526255345903337
