Time,T2,SWDNB,SWUPB,LWDNB,LWUPB,LH,HFX
2016-06-01 06:00:00,18.9604187012,12.0410461426,1.74672424793,351.187683105,393.423675537,-6.70651388168,-9.9534368515
2016-06-01 07:00:00,20.1806030273,148.355621338,21.5210838318,352.250152588,412.865661621,71.6507492065,-8.66630172729
2016-06-01 08:00:00,21.4079284668,362.259552002,52.5508918762,351.1980896,424.298095703,193.902160645,24.7916030884
2016-06-01 09:00:00,23.0898132324,554.742492676,80.4732666016,353.703948975,442.138793945,263.046569824,85.5941085815
2016-06-01 10:00:00,24.5894165039,726.604003906,105.404190063,357.493560791,457.941131592,343.622283936,128.653381348
2016-06-01 11:00:00,25.8173828125,837.981262207,121.561065674,366.347686768,470.79498291,402.182342529,155.804855347
2016-06-01 12:00:00,26.6155700684,926.242431641,134.364562988,370.613067627,478.416595459,446.24697876,180.208557129
2016-06-01 13:00:00,27.3109741211,983.46697998,142.665802002,370.333679199,483.805786133,476.587860107,192.50378418
2016-06-01 14:00:00,27.6587524414,898.79888916,130.383468628,389.291015625,484.327301025,457.075866699,167.749954224
2016-06-01 15:00:00,27.7049255371,871.875244141,126.477859497,382.653656006,481.637054443,447.537963867,153.375396729
2016-06-01 16:00:00,27.3134460449,758.074523926,109.969467163,378.202941895,472.80456543,407.263305664,111.797416687
2016-06-01 17:00:00,26.8727722168,607.737365723,88.1608963013,370.93081665,462.529205322,351.859344482,53.9942398071
2016-06-01 18:00:00,25.7731018066,422.223083496,61.2494316101,368.319732666,452.168609619,249.243438721,17.7778015137
2016-06-01 19:00:00,24.2964172363,228.301391602,33.1183509827,364.02911377,438.057830811,145.490478516,-20.1718540192
2016-06-01 20:00:00,22.4104309082,52.9610176086,7.68274641037,359.247497559,422.309661865,38.2734870911,-35.3646430969
2016-06-01 21:00:00,20.9370422363,0.0,0.0,357.891021729,409.004608154,2.22844910622,-25.8751316071
2016-06-01 22:00:00,19.8765258789,0.0,0.0,357.671630859,405.57623291,0.695476531982,-23.0181465149
2016-06-01 23:00:00,19.0216674805,0.0,0.0,358.442871094,404.972351074,-3.57066679001,-19.5649394989
