station,valid, tmpf ,  tmpc ,  dwpf ,  dwpc
DMH,2016-05-31 14:54,78.98,26.10,68.00,20.00
BWI,2016-05-31 14:55,M,M,M,M
BWI,2016-05-31 15:00,M,M,M,M
BWI,2016-05-31 15:05,M,M,M,M
BWI,2016-05-31 15:10,M,M,M,M
BWI,2016-05-31 15:15,M,M,M,M
BWI,2016-05-31 15:20,M,M,M,M
BWI,2016-05-31 15:25,M,M,M,M
BWI,2016-05-31 15:30,M,M,M,M
BWI,2016-05-31 15:35,M,M,M,M
BWI,2016-05-31 15:40,M,M,M,M
BWI,2016-05-31 15:45,M,M,M,M
BWI,2016-05-31 15:50,M,M,M,M
BWI,2016-05-31 15:54,80.96,27.20,66.02,18.90
RSP,2016-05-31 15:54,75.92,24.40,55.94,13.30
DMH,2016-05-31 15:54,82.04,27.80,66.92,19.40
BWI,2016-05-31 15:55,M,M,M,M
BWI,2016-05-31 16:00,M,M,M,M
BWI,2016-05-31 16:05,M,M,M,M
BWI,2016-05-31 16:10,M,M,M,M
BWI,2016-05-31 16:15,M,M,M,M
BWI,2016-05-31 16:20,M,M,M,M
BWI,2016-05-31 16:24,78.98,26.10,66.02,18.90
BWI,2016-05-31 16:25,M,M,M,M
BWI,2016-05-31 16:30,M,M,M,M
BWI,2016-05-31 16:35,M,M,M,M
BWI,2016-05-31 16:40,M,M,M,M
BWI,2016-05-31 16:45,M,M,M,M
BWI,2016-05-31 16:50,M,M,M,M
BWI,2016-05-31 16:54,82.94,28.30,66.92,19.40
DMH,2016-05-31 16:54,80.06,26.70,66.92,19.40
RSP,2016-05-31 16:54,77.00,25.00,53.06,11.70
BWI,2016-05-31 16:55,M,M,M,M
BWI,2016-05-31 17:00,M,M,M,M
BWI,2016-05-31 17:05,M,M,M,M
BWI,2016-05-31 17:10,M,M,M,M
BWI,2016-05-31 17:15,M,M,M,M
BWI,2016-05-31 17:20,M,M,M,M
BWI,2016-05-31 17:25,M,M,M,M
BWI,2016-05-31 17:30,M,M,M,M
BWI,2016-05-31 17:35,M,M,M,M
BWI,2016-05-31 17:40,M,M,M,M
BWI,2016-05-31 17:45,M,M,M,M
BWI,2016-05-31 17:50,M,M,M,M
DMH,2016-05-31 17:54,84.02,28.90,66.02,18.90
RSP,2016-05-31 17:54,77.00,25.00,53.96,12.20
BWI,2016-05-31 17:54,82.94,28.30,66.02,18.90
BWI,2016-05-31 17:55,M,M,M,M
BWI,2016-05-31 18:00,M,M,M,M
BWI,2016-05-31 18:05,M,M,M,M
BWI,2016-05-31 18:10,M,M,M,M
BWI,2016-05-31 18:15,M,M,M,M
BWI,2016-05-31 18:20,M,M,M,M
BWI,2016-05-31 18:25,M,M,M,M
BWI,2016-05-31 18:30,M,M,M,M
BWI,2016-05-31 18:35,M,M,M,M
BWI,2016-05-31 18:40,M,M,M,M
BWI,2016-05-31 18:45,M,M,M,M
BWI,2016-05-31 18:50,M,M,M,M
RSP,2016-05-31 18:54,77.00,25.00,53.06,11.70
DMH,2016-05-31 18:54,82.94,28.30,66.02,18.90
BWI,2016-05-31 18:54,82.94,28.30,62.96,17.20
BWI,2016-05-31 18:55,M,M,M,M
BWI,2016-05-31 19:00,M,M,M,M
BWI,2016-05-31 19:05,M,M,M,M
BWI,2016-05-31 19:10,M,M,M,M
BWI,2016-05-31 19:15,M,M,M,M
BWI,2016-05-31 19:20,M,M,M,M
BWI,2016-05-31 19:25,M,M,M,M
BWI,2016-05-31 19:30,M,M,M,M
BWI,2016-05-31 19:35,M,M,M,M
BWI,2016-05-31 19:40,M,M,M,M
BWI,2016-05-31 19:45,M,M,M,M
BWI,2016-05-31 19:50,M,M,M,M
RSP,2016-05-31 19:54,78.98,26.10,55.94,13.30
DMH,2016-05-31 19:54,84.92,29.40,64.04,17.80
BWI,2016-05-31 19:54,82.94,28.30,64.04,17.80
BWI,2016-05-31 19:55,M,M,M,M
BWI,2016-05-31 20:00,M,M,M,M
BWI,2016-05-31 20:05,M,M,M,M
BWI,2016-05-31 20:10,M,M,M,M
BWI,2016-05-31 20:15,M,M,M,M
BWI,2016-05-31 20:20,M,M,M,M
BWI,2016-05-31 20:25,M,M,M,M
BWI,2016-05-31 20:30,M,M,M,M
BWI,2016-05-31 20:35,M,M,M,M
BWI,2016-05-31 20:40,M,M,M,M
BWI,2016-05-31 20:45,M,M,M,M
BWI,2016-05-31 20:50,M,M,M,M
DMH,2016-05-31 20:54,84.92,29.40,64.04,17.80
RSP,2016-05-31 20:54,78.98,26.10,55.94,13.30
BWI,2016-05-31 20:54,84.02,28.90,62.96,17.20
BWI,2016-05-31 20:55,M,M,M,M
BWI,2016-05-31 21:00,M,M,M,M
BWI,2016-05-31 21:05,M,M,M,M
BWI,2016-05-31 21:10,M,M,M,M
BWI,2016-05-31 21:15,M,M,M,M
BWI,2016-05-31 21:20,M,M,M,M
BWI,2016-05-31 21:25,M,M,M,M
BWI,2016-05-31 21:30,M,M,M,M
BWI,2016-05-31 21:35,M,M,M,M
BWI,2016-05-31 21:40,M,M,M,M
BWI,2016-05-31 21:45,M,M,M,M
BWI,2016-05-31 21:50,M,M,M,M
BWI,2016-05-31 21:54,84.02,28.90,62.06,16.70
DMH,2016-05-31 21:54,84.92,29.40,62.06,16.70
RSP,2016-05-31 21:54,78.98,26.10,55.04,12.80
BWI,2016-05-31 21:55,M,M,M,M
BWI,2016-05-31 22:00,M,M,M,M
BWI,2016-05-31 22:05,M,M,M,M
BWI,2016-05-31 22:10,M,M,M,M
BWI,2016-05-31 22:15,M,M,M,M
BWI,2016-05-31 22:20,M,M,M,M
BWI,2016-05-31 22:25,M,M,M,M
BWI,2016-05-31 22:30,M,M,M,M
BWI,2016-05-31 22:35,M,M,M,M
BWI,2016-05-31 22:40,M,M,M,M
BWI,2016-05-31 22:45,M,M,M,M
BWI,2016-05-31 22:50,M,M,M,M
BWI,2016-05-31 22:54,82.94,28.30,62.96,17.20
RSP,2016-05-31 22:54,78.98,26.10,55.04,12.80
DMH,2016-05-31 22:54,82.94,28.30,60.98,16.10
BWI,2016-05-31 22:55,M,M,M,M
BWI,2016-05-31 23:00,M,M,M,M
BWI,2016-05-31 23:05,M,M,M,M
BWI,2016-05-31 23:10,M,M,M,M
BWI,2016-05-31 23:15,M,M,M,M
BWI,2016-05-31 23:20,M,M,M,M
BWI,2016-05-31 23:25,M,M,M,M
BWI,2016-05-31 23:30,M,M,M,M
BWI,2016-05-31 23:35,M,M,M,M
BWI,2016-05-31 23:40,M,M,M,M
BWI,2016-05-31 23:45,M,M,M,M
BWI,2016-05-31 23:50,M,M,M,M
BWI,2016-05-31 23:54,78.98,26.10,64.94,18.30
DMH,2016-05-31 23:54,82.04,27.80,60.08,15.60
RSP,2016-05-31 23:54,78.98,26.10,55.94,13.30
BWI,2016-05-31 23:55,M,M,M,M
BWI,2016-06-01 00:00,M,M,M,M
BWI,2016-06-01 00:05,M,M,M,M
BWI,2016-06-01 00:10,M,M,M,M
BWI,2016-06-01 00:15,M,M,M,M
BWI,2016-06-01 00:20,M,M,M,M
BWI,2016-06-01 00:25,M,M,M,M
BWI,2016-06-01 00:30,M,M,M,M
BWI,2016-06-01 00:35,M,M,M,M
BWI,2016-06-01 00:40,M,M,M,M
BWI,2016-06-01 00:45,M,M,M,M
BWI,2016-06-01 00:50,M,M,M,M
RSP,2016-06-01 00:54,73.94,23.30,57.92,14.40
DMH,2016-06-01 00:54,80.96,27.20,59.00,15.00
BWI,2016-06-01 00:54,73.94,23.30,64.94,18.30
BWI,2016-06-01 00:55,M,M,M,M
BWI,2016-06-01 01:00,M,M,M,M
BWI,2016-06-01 01:05,M,M,M,M
BWI,2016-06-01 01:10,M,M,M,M
BWI,2016-06-01 01:15,M,M,M,M
BWI,2016-06-01 01:20,M,M,M,M
BWI,2016-06-01 01:25,M,M,M,M
BWI,2016-06-01 01:30,M,M,M,M
BWI,2016-06-01 01:35,M,M,M,M
BWI,2016-06-01 01:40,M,M,M,M
BWI,2016-06-01 01:45,M,M,M,M
BWI,2016-06-01 01:50,M,M,M,M
DMH,2016-06-01 01:54,80.06,26.70,60.08,15.60
RSP,2016-06-01 01:54,73.04,22.80,53.06,11.70
BWI,2016-06-01 01:54,71.96,22.20,64.94,18.30
BWI,2016-06-01 01:55,M,M,M,M
BWI,2016-06-01 02:00,M,M,M,M
BWI,2016-06-01 02:05,M,M,M,M
BWI,2016-06-01 02:10,M,M,M,M
BWI,2016-06-01 02:15,M,M,M,M
BWI,2016-06-01 02:20,M,M,M,M
BWI,2016-06-01 02:25,M,M,M,M
BWI,2016-06-01 02:30,M,M,M,M
BWI,2016-06-01 02:35,M,M,M,M
BWI,2016-06-01 02:40,M,M,M,M
BWI,2016-06-01 02:45,M,M,M,M
BWI,2016-06-01 02:50,M,M,M,M
RSP,2016-06-01 02:54,73.04,22.80,51.98,11.10
BWI,2016-06-01 02:54,69.98,21.10,64.94,18.30
DMH,2016-06-01 02:54,78.08,25.60,62.06,16.70
BWI,2016-06-01 02:55,M,M,M,M
BWI,2016-06-01 03:00,M,M,M,M
BWI,2016-06-01 03:05,M,M,M,M
BWI,2016-06-01 03:10,M,M,M,M
BWI,2016-06-01 03:15,M,M,M,M
BWI,2016-06-01 03:20,M,M,M,M
BWI,2016-06-01 03:25,M,M,M,M
BWI,2016-06-01 03:30,M,M,M,M
BWI,2016-06-01 03:35,M,M,M,M
BWI,2016-06-01 03:40,M,M,M,M
BWI,2016-06-01 03:45,M,M,M,M
BWI,2016-06-01 03:50,M,M,M,M
RSP,2016-06-01 03:54,71.96,22.20,51.98,11.10
BWI,2016-06-01 03:54,66.92,19.40,64.04,17.80
DMH,2016-06-01 03:54,75.92,24.40,62.06,16.70
BWI,2016-06-01 03:55,M,M,M,M
BWI,2016-06-01 04:00,M,M,M,M
BWI,2016-06-01 04:05,M,M,M,M
BWI,2016-06-01 04:10,M,M,M,M
BWI,2016-06-01 04:15,M,M,M,M
BWI,2016-06-01 04:20,M,M,M,M
BWI,2016-06-01 04:25,M,M,M,M
BWI,2016-06-01 04:30,M,M,M,M
BWI,2016-06-01 04:35,M,M,M,M
BWI,2016-06-01 04:40,M,M,M,M
BWI,2016-06-01 04:45,M,M,M,M
BWI,2016-06-01 04:50,M,M,M,M
DMH,2016-06-01 04:54,75.02,23.90,62.06,16.70
RSP,2016-06-01 04:54,71.06,21.70,51.98,11.10
BWI,2016-06-01 04:54,66.02,18.90,62.96,17.20
BWI,2016-06-01 04:55,M,M,M,M
BWI,2016-06-01 05:00,M,M,M,M
BWI,2016-06-01 05:05,M,M,M,M
BWI,2016-06-01 05:10,M,M,M,M
BWI,2016-06-01 05:15,M,M,M,M
BWI,2016-06-01 05:20,M,M,M,M
BWI,2016-06-01 05:25,M,M,M,M
BWI,2016-06-01 05:30,M,M,M,M
BWI,2016-06-01 05:35,M,M,M,M
BWI,2016-06-01 05:40,M,M,M,M
BWI,2016-06-01 05:45,M,M,M,M
BWI,2016-06-01 05:50,M,M,M,M
DMH,2016-06-01 05:54,73.04,22.80,64.04,17.80
BWI,2016-06-01 05:54,64.94,18.30,62.96,17.20
RSP,2016-06-01 05:54,71.06,21.70,51.08,10.60
BWI,2016-06-01 05:55,M,M,M,M
BWI,2016-06-01 06:00,M,M,M,M
BWI,2016-06-01 06:05,M,M,M,M
BWI,2016-06-01 06:10,M,M,M,M
BWI,2016-06-01 06:15,M,M,M,M
BWI,2016-06-01 06:20,M,M,M,M
BWI,2016-06-01 06:25,M,M,M,M
BWI,2016-06-01 06:30,M,M,M,M
BWI,2016-06-01 06:35,M,M,M,M
BWI,2016-06-01 06:40,M,M,M,M
BWI,2016-06-01 06:45,M,M,M,M
BWI,2016-06-01 06:50,M,M,M,M
BWI,2016-06-01 06:54,66.02,18.90,62.96,17.20
RSP,2016-06-01 06:54,69.98,21.10,60.08,15.60
DMH,2016-06-01 06:54,73.04,22.80,62.96,17.20
BWI,2016-06-01 06:55,M,M,M,M
BWI,2016-06-01 07:00,M,M,M,M
BWI,2016-06-01 07:05,M,M,M,M
BWI,2016-06-01 07:10,M,M,M,M
BWI,2016-06-01 07:15,M,M,M,M
BWI,2016-06-01 07:20,M,M,M,M
BWI,2016-06-01 07:25,M,M,M,M
BWI,2016-06-01 07:30,M,M,M,M
BWI,2016-06-01 07:35,M,M,M,M
BWI,2016-06-01 07:40,M,M,M,M
BWI,2016-06-01 07:45,M,M,M,M
BWI,2016-06-01 07:50,M,M,M,M
BWI,2016-06-01 07:54,64.04,17.80,62.06,16.70
RSP,2016-06-01 07:54,69.98,21.10,59.00,15.00
DMH,2016-06-01 07:54,71.96,22.20,62.06,16.70
BWI,2016-06-01 07:55,M,M,M,M
BWI,2016-06-01 08:00,M,M,M,M
BWI,2016-06-01 08:05,M,M,M,M
BWI,2016-06-01 08:10,M,M,M,M
BWI,2016-06-01 08:15,M,M,M,M
BWI,2016-06-01 08:20,M,M,M,M
BWI,2016-06-01 08:25,M,M,M,M
BWI,2016-06-01 08:30,M,M,M,M
BWI,2016-06-01 08:35,M,M,M,M
BWI,2016-06-01 08:40,M,M,M,M
BWI,2016-06-01 08:45,M,M,M,M
BWI,2016-06-01 08:50,M,M,M,M
RSP,2016-06-01 08:54,69.98,21.10,60.08,15.60
DMH,2016-06-01 08:54,71.06,21.70,62.06,16.70
BWI,2016-06-01 08:54,64.04,17.80,62.06,16.70
BWI,2016-06-01 08:55,M,M,M,M
BWI,2016-06-01 09:00,M,M,M,M
BWI,2016-06-01 09:05,M,M,M,M
BWI,2016-06-01 09:10,M,M,M,M
BWI,2016-06-01 09:15,M,M,M,M
BWI,2016-06-01 09:20,M,M,M,M
BWI,2016-06-01 09:25,M,M,M,M
BWI,2016-06-01 09:30,M,M,M,M
BWI,2016-06-01 09:35,M,M,M,M
BWI,2016-06-01 09:40,M,M,M,M
BWI,2016-06-01 09:45,M,M,M,M
BWI,2016-06-01 09:50,M,M,M,M
BWI,2016-06-01 09:54,62.96,17.20,60.98,16.10
DMH,2016-06-01 09:54,71.06,21.70,62.06,16.70
RSP,2016-06-01 09:54,69.98,21.10,60.98,16.10
BWI,2016-06-01 09:55,M,M,M,M
BWI,2016-06-01 10:00,M,M,M,M
BWI,2016-06-01 10:05,M,M,M,M
BWI,2016-06-01 10:10,M,M,M,M
BWI,2016-06-01 10:15,M,M,M,M
BWI,2016-06-01 10:20,M,M,M,M
BWI,2016-06-01 10:25,M,M,M,M
BWI,2016-06-01 10:30,M,M,M,M
BWI,2016-06-01 10:35,M,M,M,M
BWI,2016-06-01 10:40,M,M,M,M
BWI,2016-06-01 10:45,M,M,M,M
BWI,2016-06-01 10:50,M,M,M,M
BWI,2016-06-01 10:54,66.92,19.40,64.04,17.80
DMH,2016-06-01 10:54,73.04,22.80,64.04,17.80
RSP,2016-06-01 10:54,69.98,21.10,60.08,15.60
BWI,2016-06-01 10:55,M,M,M,M
BWI,2016-06-01 11:00,M,M,M,M
BWI,2016-06-01 11:05,M,M,M,M
BWI,2016-06-01 11:10,M,M,M,M
BWI,2016-06-01 11:15,M,M,M,M
BWI,2016-06-01 11:20,M,M,M,M
BWI,2016-06-01 11:25,M,M,M,M
BWI,2016-06-01 11:30,M,M,M,M
BWI,2016-06-01 11:35,M,M,M,M
BWI,2016-06-01 11:40,M,M,M,M
BWI,2016-06-01 11:45,M,M,M,M
BWI,2016-06-01 11:50,M,M,M,M
DMH,2016-06-01 11:54,75.02,23.90,64.94,18.30
RSP,2016-06-01 11:54,71.06,21.70,60.08,15.60
BWI,2016-06-01 11:54,71.06,21.70,66.02,18.90
BWI,2016-06-01 11:55,M,M,M,M
BWI,2016-06-01 12:00,M,M,M,M
BWI,2016-06-01 12:05,M,M,M,M
BWI,2016-06-01 12:10,M,M,M,M
BWI,2016-06-01 12:15,M,M,M,M
BWI,2016-06-01 12:20,M,M,M,M
BWI,2016-06-01 12:25,M,M,M,M
BWI,2016-06-01 12:30,M,M,M,M
BWI,2016-06-01 12:35,M,M,M,M
BWI,2016-06-01 12:40,M,M,M,M
BWI,2016-06-01 12:45,M,M,M,M
BWI,2016-06-01 12:50,M,M,M,M
BWI,2016-06-01 12:54,75.92,24.40,66.92,19.40
RSP,2016-06-01 12:54,73.94,23.30,60.98,16.10
DMH,2016-06-01 12:54,77.00,25.00,64.94,18.30
BWI,2016-06-01 12:55,M,M,M,M
BWI,2016-06-01 13:00,M,M,M,M
BWI,2016-06-01 13:05,M,M,M,M
BWI,2016-06-01 13:10,M,M,M,M
BWI,2016-06-01 13:15,M,M,M,M
BWI,2016-06-01 13:20,M,M,M,M
BWI,2016-06-01 13:25,M,M,M,M
BWI,2016-06-01 13:30,M,M,M,M
BWI,2016-06-01 13:35,M,M,M,M
BWI,2016-06-01 13:40,M,M,M,M
BWI,2016-06-01 13:45,M,M,M,M
BWI,2016-06-01 13:50,M,M,M,M
RSP,2016-06-01 13:54,75.02,23.90,62.96,17.20
DMH,2016-06-01 13:54,80.06,26.70,66.02,18.90
BWI,2016-06-01 13:54,78.98,26.10,66.92,19.40
BWI,2016-06-01 13:55,M,M,M,M
BWI,2016-06-01 14:00,M,M,M,M
BWI,2016-06-01 14:05,M,M,M,M
BWI,2016-06-01 14:10,M,M,M,M
BWI,2016-06-01 14:15,M,M,M,M
BWI,2016-06-01 14:20,M,M,M,M
BWI,2016-06-01 14:25,M,M,M,M
BWI,2016-06-01 14:30,M,M,M,M
BWI,2016-06-01 14:35,M,M,M,M
BWI,2016-06-01 14:40,M,M,M,M
BWI,2016-06-01 14:45,M,M,M,M
BWI,2016-06-01 14:50,M,M,M,M
DMH,2016-06-01 14:54,82.94,28.30,66.92,19.40
RSP,2016-06-01 14:54,75.92,24.40,64.04,17.80
BWI,2016-06-01 14:54,82.94,28.30,64.04,17.80
BWI,2016-06-01 14:55,M,M,M,M
BWI,2016-06-01 15:00,M,M,M,M
BWI,2016-06-01 15:05,M,M,M,M
BWI,2016-06-01 15:10,M,M,M,M
BWI,2016-06-01 15:15,M,M,M,M
BWI,2016-06-01 15:20,M,M,M,M
BWI,2016-06-01 15:25,M,M,M,M
BWI,2016-06-01 15:30,M,M,M,M
BWI,2016-06-01 15:35,M,M,M,M
BWI,2016-06-01 15:40,M,M,M,M
BWI,2016-06-01 15:45,M,M,M,M
BWI,2016-06-01 15:50,M,M,M,M
DMH,2016-06-01 15:54,84.02,28.90,66.02,18.90
RSP,2016-06-01 15:54,78.08,25.60,57.02,13.90
BWI,2016-06-01 15:54,84.02,28.90,62.06,16.70
BWI,2016-06-01 15:55,M,M,M,M
BWI,2016-06-01 16:00,M,M,M,M
BWI,2016-06-01 16:05,M,M,M,M
BWI,2016-06-01 16:10,M,M,M,M
BWI,2016-06-01 16:15,M,M,M,M
BWI,2016-06-01 16:20,M,M,M,M
BWI,2016-06-01 16:25,M,M,M,M
BWI,2016-06-01 16:30,M,M,M,M
BWI,2016-06-01 16:35,M,M,M,M
BWI,2016-06-01 16:40,M,M,M,M
BWI,2016-06-01 16:45,M,M,M,M
BWI,2016-06-01 16:50,M,M,M,M
RSP,2016-06-01 16:54,78.98,26.10,53.06,11.70
DMH,2016-06-01 16:54,84.92,29.40,57.92,14.40
BWI,2016-06-01 16:54,84.92,29.40,57.92,14.40
BWI,2016-06-01 16:55,M,M,M,M
BWI,2016-06-01 17:00,M,M,M,M
BWI,2016-06-01 17:05,M,M,M,M
BWI,2016-06-01 17:10,M,M,M,M
BWI,2016-06-01 17:15,M,M,M,M
BWI,2016-06-01 17:20,M,M,M,M
BWI,2016-06-01 17:25,M,M,M,M
BWI,2016-06-01 17:30,M,M,M,M
BWI,2016-06-01 17:35,M,M,M,M
BWI,2016-06-01 17:40,M,M,M,M
BWI,2016-06-01 17:45,M,M,M,M
BWI,2016-06-01 17:50,M,M,M,M
RSP,2016-06-01 17:54,80.96,27.20,51.08,10.60
BWI,2016-06-01 17:54,86.00,30.00,57.92,14.40
DMH,2016-06-01 17:54,86.00,30.00,59.00,15.00
BWI,2016-06-01 17:55,M,M,M,M
BWI,2016-06-01 18:00,M,M,M,M
BWI,2016-06-01 18:05,M,M,M,M
BWI,2016-06-01 18:10,M,M,M,M
BWI,2016-06-01 18:15,M,M,M,M
BWI,2016-06-01 18:20,M,M,M,M
BWI,2016-06-01 18:25,M,M,M,M
BWI,2016-06-01 18:30,M,M,M,M
BWI,2016-06-01 18:35,M,M,M,M
BWI,2016-06-01 18:40,M,M,M,M
BWI,2016-06-01 18:45,M,M,M,M
BWI,2016-06-01 18:50,M,M,M,M
DMH,2016-06-01 18:54,86.00,30.00,57.92,14.40
RSP,2016-06-01 18:54,82.04,27.80,51.98,11.10
BWI,2016-06-01 18:54,86.00,30.00,57.92,14.40
BWI,2016-06-01 18:55,M,M,M,M
BWI,2016-06-01 19:00,M,M,M,M
BWI,2016-06-01 19:05,M,M,M,M
BWI,2016-06-01 19:10,M,M,M,M
BWI,2016-06-01 19:15,M,M,M,M
BWI,2016-06-01 19:20,M,M,M,M
BWI,2016-06-01 19:25,M,M,M,M
BWI,2016-06-01 19:30,M,M,M,M
BWI,2016-06-01 19:35,M,M,M,M
BWI,2016-06-01 19:40,M,M,M,M
BWI,2016-06-01 19:45,M,M,M,M
BWI,2016-06-01 19:50,M,M,M,M
RSP,2016-06-01 19:54,80.96,27.20,59.00,15.00
BWI,2016-06-01 19:54,87.08,30.60,55.04,12.80
DMH,2016-06-01 19:54,86.00,30.00,57.02,13.90
BWI,2016-06-01 19:55,M,M,M,M
BWI,2016-06-01 20:00,M,M,M,M
BWI,2016-06-01 20:05,M,M,M,M
BWI,2016-06-01 20:10,M,M,M,M
BWI,2016-06-01 20:15,M,M,M,M
BWI,2016-06-01 20:20,M,M,M,M
BWI,2016-06-01 20:25,M,M,M,M
BWI,2016-06-01 20:30,M,M,M,M
BWI,2016-06-01 20:35,M,M,M,M
BWI,2016-06-01 20:40,M,M,M,M
BWI,2016-06-01 20:45,M,M,M,M
BWI,2016-06-01 20:50,M,M,M,M
DMH,2016-06-01 20:54,86.00,30.00,60.98,16.10
RSP,2016-06-01 20:54,80.96,27.20,57.92,14.40
BWI,2016-06-01 20:54,86.00,30.00,60.98,16.10
BWI,2016-06-01 20:55,M,M,M,M
BWI,2016-06-01 21:00,M,M,M,M
BWI,2016-06-01 21:05,M,M,M,M
BWI,2016-06-01 21:10,M,M,M,M
BWI,2016-06-01 21:15,M,M,M,M
BWI,2016-06-01 21:20,M,M,M,M
BWI,2016-06-01 21:25,M,M,M,M
BWI,2016-06-01 21:30,M,M,M,M
BWI,2016-06-01 21:35,M,M,M,M
BWI,2016-06-01 21:40,M,M,M,M
BWI,2016-06-01 21:45,M,M,M,M
BWI,2016-06-01 21:50,M,M,M,M
BWI,2016-06-01 21:54,80.96,27.20,64.94,18.30
RSP,2016-06-01 21:54,78.08,25.60,57.92,14.40
DMH,2016-06-01 21:54,84.02,28.90,64.04,17.80
BWI,2016-06-01 21:55,M,M,M,M
BWI,2016-06-01 22:00,M,M,M,M
BWI,2016-06-01 22:05,M,M,M,M
BWI,2016-06-01 22:10,M,M,M,M
BWI,2016-06-01 22:15,M,M,M,M
BWI,2016-06-01 22:20,M,M,M,M
BWI,2016-06-01 22:25,M,M,M,M
BWI,2016-06-01 22:30,M,M,M,M
BWI,2016-06-01 22:35,M,M,M,M
BWI,2016-06-01 22:40,M,M,M,M
BWI,2016-06-01 22:45,M,M,M,M
BWI,2016-06-01 22:50,M,M,M,M
RSP,2016-06-01 22:54,78.98,26.10,59.00,15.00
DMH,2016-06-01 22:54,82.94,28.30,60.98,16.10
BWI,2016-06-01 22:54,80.06,26.70,64.04,17.80
BWI,2016-06-01 22:55,M,M,M,M
BWI,2016-06-01 23:00,M,M,M,M
BWI,2016-06-01 23:05,M,M,M,M
BWI,2016-06-01 23:10,M,M,M,M
BWI,2016-06-01 23:15,M,M,M,M
BWI,2016-06-01 23:20,M,M,M,M
BWI,2016-06-01 23:25,M,M,M,M
BWI,2016-06-01 23:30,M,M,M,M
BWI,2016-06-01 23:35,M,M,M,M
BWI,2016-06-01 23:40,M,M,M,M
BWI,2016-06-01 23:45,M,M,M,M
BWI,2016-06-01 23:50,M,M,M,M
BWI,2016-06-01 23:54,78.08,25.60,62.96,17.20
DMH,2016-06-01 23:54,80.96,27.20,62.96,17.20
RSP,2016-06-01 23:54,78.08,25.60,57.92,14.40
BWI,2016-06-01 23:55,M,M,M,M
BWI,2016-06-02 00:00,M,M,M,M
BWI,2016-06-02 00:05,M,M,M,M
BWI,2016-06-02 00:10,M,M,M,M
BWI,2016-06-02 00:15,M,M,M,M
BWI,2016-06-02 00:20,M,M,M,M
BWI,2016-06-02 00:25,M,M,M,M
BWI,2016-06-02 00:30,M,M,M,M
BWI,2016-06-02 00:35,M,M,M,M
BWI,2016-06-02 00:40,M,M,M,M
BWI,2016-06-02 00:45,M,M,M,M
BWI,2016-06-02 00:50,M,M,M,M
BWI,2016-06-02 00:54,75.92,24.40,62.96,17.20
RSP,2016-06-02 00:54,75.02,23.90,57.02,13.90
DMH,2016-06-02 00:54,80.06,26.70,62.06,16.70
BWI,2016-06-02 00:55,M,M,M,M
BWI,2016-06-02 01:00,M,M,M,M
BWI,2016-06-02 01:05,M,M,M,M
BWI,2016-06-02 01:10,M,M,M,M
BWI,2016-06-02 01:15,M,M,M,M
BWI,2016-06-02 01:20,M,M,M,M
BWI,2016-06-02 01:25,M,M,M,M
BWI,2016-06-02 01:30,M,M,M,M
BWI,2016-06-02 01:35,M,M,M,M
BWI,2016-06-02 01:40,M,M,M,M
BWI,2016-06-02 01:45,M,M,M,M
BWI,2016-06-02 01:50,M,M,M,M
BWI,2016-06-02 01:54,71.96,22.20,64.04,17.80
RSP,2016-06-02 01:54,71.96,22.20,62.96,17.20
DMH,2016-06-02 01:54,78.98,26.10,64.04,17.80
BWI,2016-06-02 01:55,M,M,M,M
BWI,2016-06-02 02:00,M,M,M,M
BWI,2016-06-02 02:05,M,M,M,M
BWI,2016-06-02 02:10,M,M,M,M
BWI,2016-06-02 02:15,M,M,M,M
BWI,2016-06-02 02:20,M,M,M,M
BWI,2016-06-02 02:25,M,M,M,M
BWI,2016-06-02 02:30,M,M,M,M
BWI,2016-06-02 02:35,M,M,M,M
BWI,2016-06-02 02:40,M,M,M,M
BWI,2016-06-02 02:45,M,M,M,M
BWI,2016-06-02 02:50,M,M,M,M
DMH,2016-06-02 02:54,77.00,25.00,64.94,18.30
RSP,2016-06-02 02:54,69.98,21.10,62.06,16.70
BWI,2016-06-02 02:54,71.96,22.20,64.04,17.80
BWI,2016-06-02 02:55,M,M,M,M
BWI,2016-06-02 03:00,M,M,M,M
BWI,2016-06-02 03:05,M,M,M,M
BWI,2016-06-02 03:10,M,M,M,M
BWI,2016-06-02 03:15,M,M,M,M
BWI,2016-06-02 03:20,M,M,M,M
BWI,2016-06-02 03:25,M,M,M,M
BWI,2016-06-02 03:30,M,M,M,M
BWI,2016-06-02 03:35,M,M,M,M
BWI,2016-06-02 03:40,M,M,M,M
BWI,2016-06-02 03:45,M,M,M,M
BWI,2016-06-02 03:50,M,M,M,M
DMH,2016-06-02 03:54,75.92,24.40,62.06,16.70
BWI,2016-06-02 03:54,69.98,21.10,64.04,17.80
RSP,2016-06-02 03:54,69.08,20.60,60.08,15.60
BWI,2016-06-02 03:55,M,M,M,M
BWI,2016-06-02 04:00,M,M,M,M
BWI,2016-06-02 04:05,M,M,M,M
BWI,2016-06-02 04:10,M,M,M,M
BWI,2016-06-02 04:15,M,M,M,M
BWI,2016-06-02 04:20,M,M,M,M
BWI,2016-06-02 04:25,M,M,M,M
BWI,2016-06-02 04:30,M,M,M,M
BWI,2016-06-02 04:35,M,M,M,M
BWI,2016-06-02 04:40,M,M,M,M
BWI,2016-06-02 04:45,M,M,M,M
