station,valid, tmpf ,  tmpc ,  dwpf ,  dwpc
BWI,2016-06-22 06:50,M,M,M,M
BWI,2016-06-22 06:54,66.92,19.40,66.02,18.90
DMH,2016-06-22 06:54,69.98,21.10,66.92,19.40
RSP,2016-06-22 06:54,66.02,18.90,62.96,17.20
BWI,2016-06-22 06:55,M,M,M,M
BWI,2016-06-22 07:00,M,M,M,M
BWI,2016-06-22 07:05,M,M,M,M
BWI,2016-06-22 07:10,M,M,M,M
BWI,2016-06-22 07:15,M,M,M,M
BWI,2016-06-22 07:20,M,M,M,M
BWI,2016-06-22 07:25,M,M,M,M
BWI,2016-06-22 07:30,M,M,M,M
BWI,2016-06-22 07:35,M,M,M,M
BWI,2016-06-22 07:40,M,M,M,M
BWI,2016-06-22 07:45,M,M,M,M
BWI,2016-06-22 07:50,M,M,M,M
DMH,2016-06-22 07:54,69.98,21.10,66.02,18.90
BWI,2016-06-22 07:54,66.92,19.40,64.94,18.30
RSP,2016-06-22 07:54,66.02,18.90,62.96,17.20
BWI,2016-06-22 07:55,M,M,M,M
BWI,2016-06-22 08:00,M,M,M,M
BWI,2016-06-22 08:05,M,M,M,M
BWI,2016-06-22 08:10,M,M,M,M
BWI,2016-06-22 08:15,M,M,M,M
BWI,2016-06-22 08:20,M,M,M,M
BWI,2016-06-22 08:25,M,M,M,M
BWI,2016-06-22 08:30,M,M,M,M
BWI,2016-06-22 08:35,M,M,M,M
BWI,2016-06-22 08:40,M,M,M,M
BWI,2016-06-22 08:45,M,M,M,M
BWI,2016-06-22 08:50,M,M,M,M
RSP,2016-06-22 08:54,64.94,18.30,60.98,16.10
BWI,2016-06-22 08:54,66.92,19.40,66.02,18.90
DMH,2016-06-22 08:54,69.08,20.60,64.94,18.30
BWI,2016-06-22 08:55,M,M,M,M
BWI,2016-06-22 09:00,M,M,M,M
BWI,2016-06-22 09:05,M,M,M,M
BWI,2016-06-22 09:10,M,M,M,M
BWI,2016-06-22 09:15,M,M,M,M
BWI,2016-06-22 09:20,M,M,M,M
BWI,2016-06-22 09:25,M,M,M,M
BWI,2016-06-22 09:30,M,M,M,M
BWI,2016-06-22 09:35,M,M,M,M
BWI,2016-06-22 09:40,M,M,M,M
BWI,2016-06-22 09:45,M,M,M,M
BWI,2016-06-22 09:50,M,M,M,M
RSP,2016-06-22 09:54,64.94,18.30,60.08,15.60
BWI,2016-06-22 09:54,68.00,20.00,64.94,18.30
DMH,2016-06-22 09:54,69.08,20.60,64.94,18.30
BWI,2016-06-22 09:55,M,M,M,M
BWI,2016-06-22 10:00,M,M,M,M
BWI,2016-06-22 10:05,M,M,M,M
BWI,2016-06-22 10:10,M,M,M,M
BWI,2016-06-22 10:15,M,M,M,M
BWI,2016-06-22 10:20,M,M,M,M
BWI,2016-06-22 10:25,M,M,M,M
BWI,2016-06-22 10:30,M,M,M,M
BWI,2016-06-22 10:35,M,M,M,M
BWI,2016-06-22 10:40,M,M,M,M
BWI,2016-06-22 10:45,M,M,M,M
BWI,2016-06-22 10:50,M,M,M,M
DMH,2016-06-22 10:54,71.06,21.70,64.94,18.30
BWI,2016-06-22 10:54,69.08,20.60,66.02,18.90
RSP,2016-06-22 10:54,66.02,18.90,57.02,13.90
BWI,2016-06-22 10:55,M,M,M,M
BWI,2016-06-22 11:00,M,M,M,M
BWI,2016-06-22 11:05,M,M,M,M
BWI,2016-06-22 11:10,M,M,M,M
BWI,2016-06-22 11:15,M,M,M,M
BWI,2016-06-22 11:20,M,M,M,M
BWI,2016-06-22 11:25,M,M,M,M
BWI,2016-06-22 11:30,M,M,M,M
BWI,2016-06-22 11:35,M,M,M,M
BWI,2016-06-22 11:40,M,M,M,M
BWI,2016-06-22 11:45,M,M,M,M
BWI,2016-06-22 11:50,M,M,M,M
BWI,2016-06-22 11:54,73.04,22.80,64.94,18.30
DMH,2016-06-22 11:54,75.02,23.90,62.06,16.70
RSP,2016-06-22 11:54,66.92,19.40,55.94,13.30
BWI,2016-06-22 11:55,M,M,M,M
BWI,2016-06-22 12:00,M,M,M,M
BWI,2016-06-22 12:05,M,M,M,M
BWI,2016-06-22 12:10,M,M,M,M
BWI,2016-06-22 12:15,M,M,M,M
BWI,2016-06-22 12:20,M,M,M,M
BWI,2016-06-22 12:25,M,M,M,M
BWI,2016-06-22 12:30,M,M,M,M
BWI,2016-06-22 12:35,M,M,M,M
BWI,2016-06-22 12:40,M,M,M,M
BWI,2016-06-22 12:45,M,M,M,M
BWI,2016-06-22 12:50,M,M,M,M
DMH,2016-06-22 12:54,77.00,25.00,59.00,15.00
BWI,2016-06-22 12:54,75.92,24.40,62.96,17.20
RSP,2016-06-22 12:54,68.00,20.00,55.94,13.30
BWI,2016-06-22 12:55,M,M,M,M
BWI,2016-06-22 13:00,M,M,M,M
BWI,2016-06-22 13:05,M,M,M,M
BWI,2016-06-22 13:10,M,M,M,M
BWI,2016-06-22 13:15,M,M,M,M
BWI,2016-06-22 13:20,M,M,M,M
BWI,2016-06-22 13:25,M,M,M,M
BWI,2016-06-22 13:30,M,M,M,M
BWI,2016-06-22 13:35,M,M,M,M
BWI,2016-06-22 13:40,M,M,M,M
BWI,2016-06-22 13:45,M,M,M,M
BWI,2016-06-22 13:50,M,M,M,M
BWI,2016-06-22 13:54,78.98,26.10,57.02,13.90
DMH,2016-06-22 13:54,80.06,26.70,55.04,12.80
RSP,2016-06-22 13:54,69.08,20.60,55.94,13.30
BWI,2016-06-22 13:55,M,M,M,M
BWI,2016-06-22 14:00,M,M,M,M
BWI,2016-06-22 14:05,M,M,M,M
BWI,2016-06-22 14:10,M,M,M,M
BWI,2016-06-22 14:15,M,M,M,M
BWI,2016-06-22 14:20,M,M,M,M
BWI,2016-06-22 14:25,M,M,M,M
BWI,2016-06-22 14:30,M,M,M,M
BWI,2016-06-22 14:35,M,M,M,M
BWI,2016-06-22 14:40,M,M,M,M
BWI,2016-06-22 14:45,M,M,M,M
BWI,2016-06-22 14:50,M,M,M,M
DMH,2016-06-22 14:54,80.96,27.20,55.94,13.30
BWI,2016-06-22 14:54,80.06,26.70,55.04,12.80
RSP,2016-06-22 14:54,69.98,21.10,55.94,13.30
BWI,2016-06-22 14:55,M,M,M,M
BWI,2016-06-22 15:00,M,M,M,M
BWI,2016-06-22 15:05,M,M,M,M
BWI,2016-06-22 15:10,M,M,M,M
BWI,2016-06-22 15:15,M,M,M,M
BWI,2016-06-22 15:20,M,M,M,M
BWI,2016-06-22 15:25,M,M,M,M
BWI,2016-06-22 15:30,M,M,M,M
BWI,2016-06-22 15:35,M,M,M,M
BWI,2016-06-22 15:40,M,M,M,M
BWI,2016-06-22 15:45,M,M,M,M
BWI,2016-06-22 15:50,M,M,M,M
RSP,2016-06-22 15:54,71.96,22.20,55.04,12.80
BWI,2016-06-22 15:54,80.96,27.20,53.06,11.70
DMH,2016-06-22 15:54,80.96,27.20,53.06,11.70
BWI,2016-06-22 15:55,M,M,M,M
BWI,2016-06-22 16:00,M,M,M,M
BWI,2016-06-22 16:05,M,M,M,M
BWI,2016-06-22 16:10,M,M,M,M
BWI,2016-06-22 16:15,M,M,M,M
BWI,2016-06-22 16:20,M,M,M,M
BWI,2016-06-22 16:25,M,M,M,M
BWI,2016-06-22 16:30,M,M,M,M
BWI,2016-06-22 16:35,M,M,M,M
BWI,2016-06-22 16:40,M,M,M,M
BWI,2016-06-22 16:45,M,M,M,M
BWI,2016-06-22 16:50,M,M,M,M
DMH,2016-06-22 16:54,82.04,27.80,53.06,11.70
RSP,2016-06-22 16:54,71.96,22.20,55.04,12.80
BWI,2016-06-22 16:54,80.06,26.70,53.06,11.70
BWI,2016-06-22 16:55,M,M,M,M
BWI,2016-06-22 17:00,M,M,M,M
BWI,2016-06-22 17:05,M,M,M,M
BWI,2016-06-22 17:10,M,M,M,M
BWI,2016-06-22 17:15,M,M,M,M
BWI,2016-06-22 17:20,M,M,M,M
BWI,2016-06-22 17:25,M,M,M,M
BWI,2016-06-22 17:30,M,M,M,M
BWI,2016-06-22 17:35,M,M,M,M
BWI,2016-06-22 17:40,M,M,M,M
BWI,2016-06-22 17:45,M,M,M,M
BWI,2016-06-22 17:50,M,M,M,M
RSP,2016-06-22 17:54,71.06,21.70,55.04,12.80
DMH,2016-06-22 17:54,82.04,27.80,53.06,11.70
BWI,2016-06-22 17:54,80.96,27.20,55.04,12.80
BWI,2016-06-22 17:55,M,M,M,M
BWI,2016-06-22 18:00,M,M,M,M
BWI,2016-06-22 18:05,M,M,M,M
BWI,2016-06-22 18:10,M,M,M,M
BWI,2016-06-22 18:15,M,M,M,M
BWI,2016-06-22 18:20,M,M,M,M
BWI,2016-06-22 18:25,M,M,M,M
BWI,2016-06-22 18:30,M,M,M,M
BWI,2016-06-22 18:35,M,M,M,M
BWI,2016-06-22 18:40,M,M,M,M
BWI,2016-06-22 18:45,M,M,M,M
BWI,2016-06-22 18:50,M,M,M,M
DMH,2016-06-22 18:54,80.96,27.20,51.98,11.10
BWI,2016-06-22 18:54,80.06,26.70,53.06,11.70
RSP,2016-06-22 18:54,73.04,22.80,57.02,13.90
BWI,2016-06-22 18:55,M,M,M,M
BWI,2016-06-22 19:00,M,M,M,M
BWI,2016-06-22 19:05,M,M,M,M
BWI,2016-06-22 19:10,M,M,M,M
BWI,2016-06-22 19:15,M,M,M,M
BWI,2016-06-22 19:20,M,M,M,M
BWI,2016-06-22 19:25,M,M,M,M
BWI,2016-06-22 19:30,M,M,M,M
BWI,2016-06-22 19:35,M,M,M,M
BWI,2016-06-22 19:40,M,M,M,M
BWI,2016-06-22 19:45,M,M,M,M
BWI,2016-06-22 19:50,M,M,M,M
DMH,2016-06-22 19:54,80.96,27.20,51.98,11.10
BWI,2016-06-22 19:54,80.06,26.70,55.94,13.30
RSP,2016-06-22 19:54,73.04,22.80,57.02,13.90
BWI,2016-06-22 19:55,M,M,M,M
BWI,2016-06-22 20:00,M,M,M,M
BWI,2016-06-22 20:05,M,M,M,M
BWI,2016-06-22 20:10,M,M,M,M
BWI,2016-06-22 20:15,M,M,M,M
BWI,2016-06-22 20:20,M,M,M,M
BWI,2016-06-22 20:25,M,M,M,M
BWI,2016-06-22 20:30,M,M,M,M
BWI,2016-06-22 20:35,M,M,M,M
BWI,2016-06-22 20:40,M,M,M,M
BWI,2016-06-22 20:45,M,M,M,M
BWI,2016-06-22 20:50,M,M,M,M
RSP,2016-06-22 20:54,75.02,23.90,55.94,13.30
BWI,2016-06-22 20:54,80.06,26.70,55.04,12.80
DMH,2016-06-22 20:54,82.94,28.30,55.04,12.80
BWI,2016-06-22 20:55,M,M,M,M
BWI,2016-06-22 21:00,M,M,M,M
BWI,2016-06-22 21:05,M,M,M,M
BWI,2016-06-22 21:10,M,M,M,M
BWI,2016-06-22 21:15,M,M,M,M
BWI,2016-06-22 21:20,M,M,M,M
BWI,2016-06-22 21:25,M,M,M,M
BWI,2016-06-22 21:30,M,M,M,M
BWI,2016-06-22 21:35,M,M,M,M
BWI,2016-06-22 21:40,M,M,M,M
BWI,2016-06-22 21:45,M,M,M,M
BWI,2016-06-22 21:50,M,M,M,M
RSP,2016-06-22 21:54,75.02,23.90,53.06,11.70
DMH,2016-06-22 21:54,82.94,28.30,53.06,11.70
BWI,2016-06-22 21:54,82.94,28.30,51.98,11.10
BWI,2016-06-22 21:55,M,M,M,M
BWI,2016-06-22 22:00,M,M,M,M
BWI,2016-06-22 22:05,M,M,M,M
BWI,2016-06-22 22:10,M,M,M,M
BWI,2016-06-22 22:15,M,M,M,M
BWI,2016-06-22 22:20,M,M,M,M
BWI,2016-06-22 22:25,M,M,M,M
BWI,2016-06-22 22:30,M,M,M,M
BWI,2016-06-22 22:35,M,M,M,M
BWI,2016-06-22 22:40,M,M,M,M
BWI,2016-06-22 22:45,M,M,M,M
BWI,2016-06-22 22:50,M,M,M,M
DMH,2016-06-22 22:54,82.94,28.30,51.98,11.10
RSP,2016-06-22 22:54,71.96,22.20,53.96,12.20
BWI,2016-06-22 22:54,82.04,27.80,53.96,12.20
BWI,2016-06-22 22:55,M,M,M,M
BWI,2016-06-22 23:00,M,M,M,M
BWI,2016-06-22 23:05,M,M,M,M
BWI,2016-06-22 23:10,M,M,M,M
BWI,2016-06-22 23:15,M,M,M,M
BWI,2016-06-22 23:20,M,M,M,M
BWI,2016-06-22 23:25,M,M,M,M
BWI,2016-06-22 23:30,M,M,M,M
BWI,2016-06-22 23:35,M,M,M,M
BWI,2016-06-22 23:40,M,M,M,M
BWI,2016-06-22 23:45,M,M,M,M
BWI,2016-06-22 23:50,M,M,M,M
BWI,2016-06-22 23:54,78.98,26.10,55.04,12.80
DMH,2016-06-22 23:54,82.04,27.80,53.06,11.70
RSP,2016-06-22 23:54,71.06,21.70,53.96,12.20
BWI,2016-06-22 23:55,M,M,M,M
BWI,2016-06-23 00:00,M,M,M,M
BWI,2016-06-23 00:05,M,M,M,M
BWI,2016-06-23 00:10,M,M,M,M
BWI,2016-06-23 00:15,M,M,M,M
BWI,2016-06-23 00:20,M,M,M,M
BWI,2016-06-23 00:25,M,M,M,M
BWI,2016-06-23 00:30,M,M,M,M
BWI,2016-06-23 00:35,M,M,M,M
BWI,2016-06-23 00:40,M,M,M,M
BWI,2016-06-23 00:45,M,M,M,M
BWI,2016-06-23 00:50,M,M,M,M
BWI,2016-06-23 00:54,75.02,23.90,57.02,13.90
RSP,2016-06-23 00:54,68.00,20.00,55.04,12.80
DMH,2016-06-23 00:54,80.06,26.70,53.96,12.20
BWI,2016-06-23 00:55,M,M,M,M
BWI,2016-06-23 01:00,M,M,M,M
BWI,2016-06-23 01:05,M,M,M,M
BWI,2016-06-23 01:10,M,M,M,M
BWI,2016-06-23 01:15,M,M,M,M
BWI,2016-06-23 01:20,M,M,M,M
BWI,2016-06-23 01:25,M,M,M,M
BWI,2016-06-23 01:30,M,M,M,M
BWI,2016-06-23 01:35,M,M,M,M
BWI,2016-06-23 01:40,M,M,M,M
BWI,2016-06-23 01:45,M,M,M,M
BWI,2016-06-23 01:50,M,M,M,M
BWI,2016-06-23 01:54,71.96,22.20,57.92,14.40
DMH,2016-06-23 01:54,78.08,25.60,55.04,12.80
RSP,2016-06-23 01:54,68.00,20.00,55.04,12.80
BWI,2016-06-23 01:55,M,M,M,M
BWI,2016-06-23 02:00,M,M,M,M
BWI,2016-06-23 02:05,M,M,M,M
BWI,2016-06-23 02:10,M,M,M,M
BWI,2016-06-23 02:15,M,M,M,M
BWI,2016-06-23 02:20,M,M,M,M
BWI,2016-06-23 02:25,M,M,M,M
BWI,2016-06-23 02:30,M,M,M,M
BWI,2016-06-23 02:35,M,M,M,M
BWI,2016-06-23 02:40,M,M,M,M
BWI,2016-06-23 02:45,M,M,M,M
BWI,2016-06-23 02:50,M,M,M,M
DMH,2016-06-23 02:54,75.92,24.40,57.02,13.90
BWI,2016-06-23 02:54,71.96,22.20,59.00,15.00
RSP,2016-06-23 02:54,69.08,20.60,53.96,12.20
BWI,2016-06-23 02:55,M,M,M,M
BWI,2016-06-23 03:00,M,M,M,M
BWI,2016-06-23 03:05,M,M,M,M
BWI,2016-06-23 03:10,M,M,M,M
BWI,2016-06-23 03:15,M,M,M,M
BWI,2016-06-23 03:20,M,M,M,M
BWI,2016-06-23 03:25,M,M,M,M
BWI,2016-06-23 03:30,M,M,M,M
BWI,2016-06-23 03:35,M,M,M,M
BWI,2016-06-23 03:40,M,M,M,M
BWI,2016-06-23 03:45,M,M,M,M
BWI,2016-06-23 03:50,M,M,M,M
DMH,2016-06-23 03:54,75.02,23.90,57.02,13.90
BWI,2016-06-23 03:54,71.06,21.70,62.96,17.20
RSP,2016-06-23 03:54,69.08,20.60,53.96,12.20
BWI,2016-06-23 03:55,M,M,M,M
BWI,2016-06-23 04:00,M,M,M,M
BWI,2016-06-23 04:05,M,M,M,M
BWI,2016-06-23 04:10,M,M,M,M
BWI,2016-06-23 04:15,M,M,M,M
BWI,2016-06-23 04:20,M,M,M,M
BWI,2016-06-23 04:25,M,M,M,M
BWI,2016-06-23 04:30,M,M,M,M
BWI,2016-06-23 04:35,M,M,M,M
BWI,2016-06-23 04:40,M,M,M,M
BWI,2016-06-23 04:45,M,M,M,M
BWI,2016-06-23 04:50,M,M,M,M
RSP,2016-06-23 04:54,66.02,18.90,55.94,13.30
DMH,2016-06-23 04:54,73.04,22.80,59.00,15.00
BWI,2016-06-23 04:54,68.00,20.00,62.96,17.20
BWI,2016-06-23 04:55,M,M,M,M
BWI,2016-06-23 05:00,M,M,M,M
BWI,2016-06-23 05:05,M,M,M,M
BWI,2016-06-23 05:10,M,M,M,M
BWI,2016-06-23 05:15,M,M,M,M
BWI,2016-06-23 05:20,M,M,M,M
BWI,2016-06-23 05:25,M,M,M,M
BWI,2016-06-23 05:30,M,M,M,M
BWI,2016-06-23 05:35,M,M,M,M
BWI,2016-06-23 05:40,M,M,M,M
BWI,2016-06-23 05:45,M,M,M,M
BWI,2016-06-23 05:50,M,M,M,M
DMH,2016-06-23 05:54,73.04,22.80,62.06,16.70
BWI,2016-06-23 05:54,68.00,20.00,62.96,17.20
RSP,2016-06-23 05:54,66.92,19.40,57.02,13.90
BWI,2016-06-23 05:55,M,M,M,M
BWI,2016-06-23 06:00,M,M,M,M
BWI,2016-06-23 06:05,M,M,M,M
BWI,2016-06-23 06:10,M,M,M,M
BWI,2016-06-23 06:15,M,M,M,M
BWI,2016-06-23 06:20,M,M,M,M
BWI,2016-06-23 06:25,M,M,M,M
BWI,2016-06-23 06:30,M,M,M,M
BWI,2016-06-23 06:35,M,M,M,M
BWI,2016-06-23 06:40,M,M,M,M
BWI,2016-06-23 06:45,M,M,M,M
BWI,2016-06-23 06:50,M,M,M,M
DMH,2016-06-23 06:54,71.96,22.20,62.96,17.20
RSP,2016-06-23 06:54,68.00,20.00,57.92,14.40
BWI,2016-06-23 06:54,66.92,19.40,64.04,17.80
BWI,2016-06-23 06:55,M,M,M,M
BWI,2016-06-23 07:00,M,M,M,M
BWI,2016-06-23 07:05,M,M,M,M
BWI,2016-06-23 07:10,M,M,M,M
BWI,2016-06-23 07:15,M,M,M,M
BWI,2016-06-23 07:20,M,M,M,M
BWI,2016-06-23 07:25,M,M,M,M
BWI,2016-06-23 07:30,M,M,M,M
BWI,2016-06-23 07:35,M,M,M,M
BWI,2016-06-23 07:40,M,M,M,M
BWI,2016-06-23 07:45,M,M,M,M
BWI,2016-06-23 07:50,M,M,M,M
BWI,2016-06-23 07:54,66.92,19.40,64.04,17.80
RSP,2016-06-23 07:54,68.00,20.00,59.00,15.00
DMH,2016-06-23 07:54,73.04,22.80,64.04,17.80
BWI,2016-06-23 07:55,M,M,M,M
BWI,2016-06-23 08:00,M,M,M,M
BWI,2016-06-23 08:05,M,M,M,M
BWI,2016-06-23 08:10,M,M,M,M
BWI,2016-06-23 08:15,M,M,M,M
BWI,2016-06-23 08:20,M,M,M,M
BWI,2016-06-23 08:25,M,M,M,M
BWI,2016-06-23 08:30,M,M,M,M
BWI,2016-06-23 08:35,M,M,M,M
BWI,2016-06-23 08:40,M,M,M,M
BWI,2016-06-23 08:45,M,M,M,M
BWI,2016-06-23 08:50,M,M,M,M
RSP,2016-06-23 08:54,68.00,20.00,59.00,15.00
DMH,2016-06-23 08:54,71.96,22.20,64.94,18.30
BWI,2016-06-23 08:54,69.08,20.60,66.02,18.90
BWI,2016-06-23 08:55,M,M,M,M
BWI,2016-06-23 09:00,M,M,M,M
BWI,2016-06-23 09:05,M,M,M,M
BWI,2016-06-23 09:10,M,M,M,M
RSP,2016-06-23 09:10,66.20,19.00,59.00,15.00
BWI,2016-06-23 09:15,M,M,M,M
BWI,2016-06-23 09:20,M,M,M,M
BWI,2016-06-23 09:25,M,M,M,M
RSP,2016-06-23 09:26,64.40,18.00,60.80,16.00
BWI,2016-06-23 09:30,M,M,M,M
BWI,2016-06-23 09:35,M,M,M,M
BWI,2016-06-23 09:40,M,M,M,M
BWI,2016-06-23 09:45,M,M,M,M
BWI,2016-06-23 09:50,M,M,M,M
DMH,2016-06-23 09:54,71.96,22.20,66.02,18.90
RSP,2016-06-23 09:54,64.04,17.80,62.06,16.70
BWI,2016-06-23 09:54,68.00,20.00,66.02,18.90
BWI,2016-06-23 09:55,M,M,M,M
BWI,2016-06-23 10:00,M,M,M,M
BWI,2016-06-23 10:05,M,M,M,M
RSP,2016-06-23 10:06,64.40,18.00,62.60,17.00
BWI,2016-06-23 10:10,M,M,M,M
BWI,2016-06-23 10:12,69.08,20.60,66.92,19.40
BWI,2016-06-23 10:15,M,M,M,M
BWI,2016-06-23 10:20,M,M,M,M
RSP,2016-06-23 10:22,64.40,18.00,62.60,17.00
BWI,2016-06-23 10:25,M,M,M,M
BWI,2016-06-23 10:28,69.80,21.00,66.20,19.00
BWI,2016-06-23 10:30,M,M,M,M
BWI,2016-06-23 10:35,M,M,M,M
BWI,2016-06-23 10:40,M,M,M,M
BWI,2016-06-23 10:45,M,M,M,M
BWI,2016-06-23 10:50,M,M,M,M
DMH,2016-06-23 10:54,71.06,21.70,68.00,20.00
BWI,2016-06-23 10:54,69.98,21.10,68.00,20.00
RSP,2016-06-23 10:54,64.04,17.80,62.06,16.70
BWI,2016-06-23 10:55,M,M,M,M
BWI,2016-06-23 11:00,M,M,M,M
BWI,2016-06-23 11:05,M,M,M,M
BWI,2016-06-23 11:10,M,M,M,M
BWI,2016-06-23 11:15,M,M,M,M
RSP,2016-06-23 11:17,64.40,18.00,62.60,17.00
BWI,2016-06-23 11:20,M,M,M,M
BWI,2016-06-23 11:25,M,M,M,M
RSP,2016-06-23 11:27,64.40,18.00,62.60,17.00
BWI,2016-06-23 11:30,M,M,M,M
BWI,2016-06-23 11:35,M,M,M,M
BWI,2016-06-23 11:40,M,M,M,M
RSP,2016-06-23 11:41,64.40,18.00,62.60,17.00
BWI,2016-06-23 11:45,M,M,M,M
BWI,2016-06-23 11:50,M,M,M,M
BWI,2016-06-23 11:54,69.98,21.10,68.00,20.00
DMH,2016-06-23 11:54,71.06,21.70,68.00,20.00
RSP,2016-06-23 11:54,64.04,17.80,62.96,17.20
BWI,2016-06-23 11:55,M,M,M,M
BWI,2016-06-23 12:00,M,M,M,M
RSP,2016-06-23 12:05,64.40,18.00,62.60,17.00
BWI,2016-06-23 12:05,M,M,M,M
BWI,2016-06-23 12:10,M,M,M,M
BWI,2016-06-23 12:15,M,M,M,M
BWI,2016-06-23 12:20,M,M,M,M
BWI,2016-06-23 12:25,M,M,M,M
RSP,2016-06-23 12:29,64.40,18.00,62.60,17.00
BWI,2016-06-23 12:30,M,M,M,M
BWI,2016-06-23 12:35,M,M,M,M
BWI,2016-06-23 12:40,69.98,21.10,68.00,20.00
BWI,2016-06-23 12:45,M,M,M,M
BWI,2016-06-23 12:50,M,M,M,M
BWI,2016-06-23 12:54,69.98,21.10,68.00,20.00
DMH,2016-06-23 12:54,71.06,21.70,68.00,20.00
RSP,2016-06-23 12:54,64.94,18.30,62.96,17.20
BWI,2016-06-23 12:55,M,M,M,M
BWI,2016-06-23 13:00,M,M,M,M
BWI,2016-06-23 13:05,M,M,M,M
RSP,2016-06-23 13:06,64.40,18.00,64.40,18.00
BWI,2016-06-23 13:10,M,M,M,M
BWI,2016-06-23 13:15,M,M,M,M
RSP,2016-06-23 13:18,66.20,19.00,64.40,18.00
BWI,2016-06-23 13:20,M,M,M,M
BWI,2016-06-23 13:25,M,M,M,M
BWI,2016-06-23 13:30,M,M,M,M
RSP,2016-06-23 13:33,66.20,19.00,64.40,18.00
BWI,2016-06-23 13:35,M,M,M,M
BWI,2016-06-23 13:40,M,M,M,M
BWI,2016-06-23 13:45,M,M,M,M
BWI,2016-06-23 13:50,M,M,M,M
DMH,2016-06-23 13:54,73.94,23.30,68.00,20.00
RSP,2016-06-23 13:54,66.92,19.40,64.04,17.80
BWI,2016-06-23 13:54,73.04,22.80,68.00,20.00
BWI,2016-06-23 13:55,M,M,M,M
BWI,2016-06-23 14:00,M,M,M,M
BWI,2016-06-23 14:05,M,M,M,M
BWI,2016-06-23 14:10,M,M,M,M
BWI,2016-06-23 14:15,M,M,M,M
BWI,2016-06-23 14:20,M,M,M,M
BWI,2016-06-23 14:25,M,M,M,M
BWI,2016-06-23 14:30,M,M,M,M
BWI,2016-06-23 14:35,M,M,M,M
BWI,2016-06-23 14:40,M,M,M,M
BWI,2016-06-23 14:45,M,M,M,M
BWI,2016-06-23 14:50,M,M,M,M
BWI,2016-06-23 14:54,75.02,23.90,69.08,20.60
DMH,2016-06-23 14:54,77.00,25.00,68.00,20.00
BWI,2016-06-23 14:55,M,M,M,M
BWI,2016-06-23 15:00,M,M,M,M
RSP,2016-06-23 15:01,69.80,21.00,64.40,18.00
BWI,2016-06-23 15:05,M,M,M,M
BWI,2016-06-23 15:10,M,M,M,M
BWI,2016-06-23 15:15,M,M,M,M
RSP,2016-06-23 15:17,69.80,21.00,64.40,18.00
BWI,2016-06-23 15:20,M,M,M,M
BWI,2016-06-23 15:25,M,M,M,M
BWI,2016-06-23 15:30,M,M,M,M
RSP,2016-06-23 15:31,69.80,21.00,64.40,18.00
BWI,2016-06-23 15:35,M,M,M,M
BWI,2016-06-23 15:40,M,M,M,M
BWI,2016-06-23 15:45,M,M,M,M
BWI,2016-06-23 15:50,M,M,M,M
RSP,2016-06-23 15:54,71.96,22.20,64.04,17.80
DMH,2016-06-23 15:54,78.98,26.10,66.92,19.40
BWI,2016-06-23 15:54,77.00,25.00,68.00,20.00
BWI,2016-06-23 15:55,M,M,M,M
BWI,2016-06-23 16:00,M,M,M,M
BWI,2016-06-23 16:05,M,M,M,M
RSP,2016-06-23 16:08,71.60,22.00,62.60,17.00
BWI,2016-06-23 16:10,M,M,M,M
BWI,2016-06-23 16:15,M,M,M,M
BWI,2016-06-23 16:19,75.92,24.40,66.92,19.40
BWI,2016-06-23 16:20,M,M,M,M
BWI,2016-06-23 16:25,M,M,M,M
BWI,2016-06-23 16:30,M,M,M,M
BWI,2016-06-23 16:35,M,M,M,M
BWI,2016-06-23 16:40,M,M,M,M
BWI,2016-06-23 16:45,M,M,M,M
BWI,2016-06-23 16:50,M,M,M,M
RSP,2016-06-23 16:54,71.96,22.20,64.94,18.30
DMH,2016-06-23 16:54,78.98,26.10,66.02,18.90
BWI,2016-06-23 16:54,75.92,24.40,66.92,19.40
BWI,2016-06-23 16:55,M,M,M,M
BWI,2016-06-23 17:00,M,M,M,M
BWI,2016-06-23 17:04,78.08,25.60,68.00,20.00
BWI,2016-06-23 17:05,M,M,M,M
BWI,2016-06-23 17:10,M,M,M,M
BWI,2016-06-23 17:15,M,M,M,M
BWI,2016-06-23 17:20,M,M,M,M
BWI,2016-06-23 17:25,M,M,M,M
BWI,2016-06-23 17:30,M,M,M,M
BWI,2016-06-23 17:35,M,M,M,M
BWI,2016-06-23 17:40,M,M,M,M
BWI,2016-06-23 17:45,M,M,M,M
BWI,2016-06-23 17:50,M,M,M,M
RSP,2016-06-23 17:54,73.94,23.30,64.94,18.30
DMH,2016-06-23 17:54,80.06,26.70,64.94,18.30
BWI,2016-06-23 17:54,78.98,26.10,66.02,18.90
BWI,2016-06-23 17:55,M,M,M,M
BWI,2016-06-23 18:00,M,M,M,M
RSP,2016-06-23 18:03,73.40,23.00,64.40,18.00
BWI,2016-06-23 18:05,M,M,M,M
BWI,2016-06-23 18:10,M,M,M,M
BWI,2016-06-23 18:15,M,M,M,M
BWI,2016-06-23 18:20,M,M,M,M
RSP,2016-06-23 18:21,71.60,22.00,64.40,18.00
BWI,2016-06-23 18:25,M,M,M,M
BWI,2016-06-23 18:30,M,M,M,M
BWI,2016-06-23 18:35,M,M,M,M
BWI,2016-06-23 18:40,M,M,M,M
BWI,2016-06-23 18:45,M,M,M,M
BWI,2016-06-23 18:50,M,M,M,M
