variable,,T2,T2,SWDNB,SWDNB,SWUPB,SWUPB,LWDNB,LWDNB,LWUPB,LWUPB,LH,LH,HFX,HFX,GRDFLX,GRDFLX,CLDFRA,CLDFRA,QVAPOR,QVAPOR
stat,,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
domain,time,,,,,,,,,,,,,,,,,,,,
d01,2016-05-25 06:00:00,287.2362365722656,1.5110009908676147,6.587653636932373,0.5865121483802795,0.5928888916969299,0.05278610438108444,311.89825439453125,3.0396509170532227,374.9312744140625,6.273419380187988,0.35622867941856384,2.905862331390381,-30.48444175720215,11.033010482788086,18.58727264404297,3.995915651321411,0.0,0.0,0.007929368875920773,0.00019080629863310605
d01,2016-05-25 16:00:00,302.1185607910156,0.440617173910141,761.66357421875,4.618124961853027,135.73768615722656,4.602934837341309,364.7468566894531,4.189758777618408,488.9985046386719,2.257331371307373,261.3076477050781,4.354221820831299,121.21759033203125,7.7740349769592285,-67.2225112915039,12.32040786743164,0.0,0.0,0.008485239930450916,0.00011061579425586388
d01,2016-05-26 06:00:00,286.8601989746094,1.528342843055725,6.981024265289307,0.7987018823623657,0.6282922029495239,0.07188322395086288,331.948486328125,9.081145286560059,380.4260559082031,6.982857704162598,-1.604326844215393,0.5718258023262024,-3.9386231899261475,4.173840045928955,34.65456771850586,9.848573684692383,0.1111111119389534,0.31426966190338135,0.009092939086258411,0.0002754626329988241
d01,2016-05-26 16:00:00,303.8644714355469,0.612733006477356,759.3640747070312,1.7337405681610107,135.3415069580078,4.9174699783325195,393.1506042480469,4.141844749450684,501.5104064941406,3.29049015045166,257.4566650390625,9.931974411010742,135.2600555419922,10.660600662231445,-72.59041595458984,19.79016876220703,0.0,0.0,0.011690445244312286,0.0008225938654504716
d01,2016-05-27 06:00:00,292.0005798339844,0.8791608214378357,7.587276935577393,0.5339698791503906,0.682854950428009,0.04805731773376465,367.0777893066406,2.6076648235321045,408.1478576660156,4.845661163330078,-0.7084019780158997,1.3928532600402832,-6.401681900024414,3.980762481689453,26.91301918029785,6.525620460510254,0.0,0.0,0.011922452598810196,9.328967280453071e-05
d01,2016-05-27 16:00:00,304.02587890625,0.25023362040519714,745.5972290039062,4.412142276763916,132.8854217529297,4.825693607330322,413.5254211425781,1.6754264831542969,507.9786682128906,3.8424360752105713,243.14398193359375,7.788360118865967,154.51597595214844,11.22687816619873,-57.9139404296875,15.620723724365234,0.0,0.0,0.014669408090412617,0.0002452338521834463
d01,2016-05-28 06:00:00,292.1157531738281,0.7581408619880676,8.205466270446777,0.5668525695800781,0.7384920120239258,0.05101670324802399,370.110595703125,1.620517611503601,410.167724609375,4.293478965759277,0.8423184752464294,1.0092217922210693,-2.699047088623047,4.478156566619873,32.2901725769043,8.71513843536377,0.0,0.0,0.011639539152383804,0.0002913807693403214
d01,2016-05-28 16:00:00,304.5852966308594,0.7305498123168945,756.7144165039062,1.4436025619506836,134.8659210205078,4.803907871246338,405.7731628417969,3.1270599365234375,508.4570007324219,5.227359771728516,267.8275451660156,5.3840131759643555,162.07586669921875,13.34539794921875,-36.878143310546875,13.338014602661133,0.0,0.0,0.01238315086811781,0.00034155722823925316
d01,2016-05-29 06:00:00,287.1259765625,0.6023778319358826,9.573753356933594,0.6072096228599548,0.8616378307342529,0.05464893952012062,330.5633239746094,1.8912625312805176,384.010498046875,4.139550685882568,-1.4080203771591187,0.43930643796920776,2.678739309310913,4.10542106628418,49.39927673339844,9.585830688476562,0.0,0.0,0.010062672197818756,0.00021939979342278093
d01,2016-05-29 16:00:00,302.9876403808594,0.4907861649990082,731.45361328125,16.037965774536133,130.32945251464844,4.5923380851745605,395.6988220214844,3.435516834259033,498.5566711425781,3.5191898345947266,244.46595764160156,12.291629791259766,164.7487030029297,14.866455078125,-34.70536804199219,13.819988250732422,0.0,0.0,0.011836945079267025,0.0010310194920748472
d01,2016-05-30 06:00:00,292.5993957519531,0.48441097140312195,7.082360744476318,1.3531033992767334,0.6374124884605408,0.12177930027246475,391.3166198730469,15.2211332321167,414.923828125,4.913064479827881,-2.0002429485321045,2.8552639484405518,4.979616165161133,5.273684501647949,25.68616485595703,7.899299621582031,0.3333333432674408,0.4714045226573944,0.014072544872760773,0.0003598874027375132
d01,2016-05-30 16:00:00,300.2221984863281,0.5396931171417236,551.83251953125,229.68214416503906,97.47132110595703,39.80220031738281,408.7234191894531,14.88125228881836,479.6450500488281,13.94107723236084,163.85194396972656,54.19200134277344,142.99391174316406,64.18584442138672,-29.46372413635254,40.61199951171875,0.0,0.0,0.015407119877636433,0.0003269201552029699
d01,2016-05-31 06:00:00,292.1670227050781,0.34580379724502563,7.16513204574585,0.7219995856285095,0.6448618769645691,0.06497998535633087,393.07177734375,9.292021751403809,413.6426696777344,2.1875648498535156,-1.700355887413025,2.195462703704834,5.318853855133057,3.358987808227539,22.75029754638672,8.204666137695312,1.0,0.0,0.013745248317718506,0.0003293282934464514
d01,2016-05-31 16:00:00,302.3634948730469,0.813730776309967,666.4183959960938,216.56878662109375,118.98587036132812,38.68266296386719,409.3936767578125,13.352783203125,499.0387268066406,11.520852088928223,200.28456115722656,53.49095153808594,149.12954711914062,45.54535675048828,-43.77994918823242,41.26564407348633,0.0,0.0,0.014216898940503597,0.000616522622294724
