,82,139,130,32,10,129,105,80,34,71,35,106,91,19,42,27,5,88,72,70,40,132,48,33,54,102,124,127,64,79,13,69,28,83,60,68,74,47,63,94,20,16,98,107,9,86,4,53,43,17,97,66,122,99,128,3,73,103,123,50,108,12,100,137,77,22,90,31,92,2,110,11,141,126,78,62,24,75,65,85,29,144,21,134,44
2016-05-25_00:00:00,20.825042724609375,21.19024658203125,20.417083740234375,20.850311279296875,21.036834716796875,20.794525146484375,21.01263427734375,20.949005126953125,20.850311279296875,20.971527099609375,20.949005126953125,20.825042724609375,20.873291015625,20.744171142578125,20.850311279296875,21.036834716796875,20.711639404296875,20.907867431640625,20.928985595703125,21.036834716796875,21.036834716796875,21.036834716796875,20.888427734375,20.949005126953125,20.928985595703125,21.105133056640625,21.061676025390625,20.571075439453125,20.560272216796875,20.834320068359375,20.781402587890625,20.90936279296875,21.01263427734375,21.06146240234375,20.971527099609375,20.330230712890625,20.720123291015625,20.971527099609375,20.519683837890625,20.50830078125,20.889678955078125,20.744171142578125,20.949005126953125,21.036834716796875,20.768829345703125,21.01263427734375,20.58563232421875,20.873291015625,21.19024658203125,21.19024658203125,21.0303955078125,21.095367431640625,21.036834716796875,20.928985595703125,20.724822998046875,20.781402587890625,20.511688232421875,20.389129638671875,20.593475341796875,21.01263427734375,20.850616455078125,20.947601318359375,21.01263427734375,20.795989990234375,20.96783447265625,21.01263427734375,20.825042724609375,20.850311279296875,20.90936279296875,20.58563232421875,20.825042724609375,20.768829345703125,20.795989990234375,21.061676025390625,21.036834716796875,21.105133056640625,21.061676025390625,20.342315673828125,20.949005126953125,20.68341064453125,21.036834716796875,20.58563232421875,21.024810791015625,20.781402587890625,21.024810791015625
2016-05-25_01:00:00,18.698028564453125,17.867584228515625,18.2491455078125,18.309356689453125,19.727935791015625,18.7308349609375,17.524261474609375,19.642364501953125,18.309356689453125,19.987640380859375,19.642364501953125,18.698028564453125,19.064788818359375,17.9014892578125,18.309356689453125,19.727935791015625,19.396820068359375,20.1881103515625,18.862060546875,19.727935791015625,19.727935791015625,19.727935791015625,18.499420166015625,19.642364501953125,18.862060546875,19.465728759765625,19.798614501953125,18.53961181640625,16.995635986328125,20.074554443359375,19.4766845703125,18.824310302734375,17.524261474609375,20.03778076171875,19.987640380859375,20.2705078125,19.35882568359375,19.987640380859375,16.099517822265625,18.475799560546875,19.855438232421875,17.9014892578125,19.642364501953125,19.727935791015625,19.96533203125,17.524261474609375,17.597869873046875,19.064788818359375,17.867584228515625,17.867584228515625,19.82769775390625,19.36376953125,19.727935791015625,18.862060546875,18.733673095703125,19.4766845703125,18.215362548828125,16.730743408203125,18.678070068359375,17.524261474609375,19.759735107421875,19.506378173828125,17.524261474609375,18.618560791015625,20.07989501953125,17.524261474609375,18.698028564453125,18.309356689453125,18.824310302734375,17.597869873046875,18.698028564453125,19.96533203125,18.618560791015625,19.798614501953125,19.727935791015625,19.465728759765625,19.798614501953125,19.224578857421875,19.642364501953125,17.951812744140625,19.727935791015625,17.597869873046875,19.570281982421875,19.4766845703125,19.570281982421875
2016-05-25_02:00:00,18.112030029296875,17.825897216796875,17.278228759765625,18.5838623046875,18.916290283203125,18.71148681640625,16.3065185546875,18.331512451171875,18.5838623046875,18.757904052734375,18.331512451171875,18.112030029296875,18.2930908203125,17.65234375,18.5838623046875,18.916290283203125,18.802520751953125,19.140899658203125,18.006256103515625,18.916290283203125,18.916290283203125,18.916290283203125,17.885772705078125,18.331512451171875,18.006256103515625,18.5155029296875,18.541015625,17.55938720703125,16.183563232421875,19.17901611328125,19.146148681640625,18.100067138671875,16.3065185546875,19.846710205078125,18.757904052734375,19.91632080078125,19.1531982421875,18.757904052734375,15.2281494140625,17.058502197265625,19.102996826171875,17.65234375,18.331512451171875,18.916290283203125,19.29315185546875,16.3065185546875,18.189422607421875,18.2930908203125,17.825897216796875,17.825897216796875,17.59173583984375,17.693115234375,18.916290283203125,18.006256103515625,18.472259521484375,19.146148681640625,17.970916748046875,16.177581787109375,18.3394775390625,16.3065185546875,18.916107177734375,19.246826171875,16.3065185546875,18.5377197265625,19.16485595703125,16.3065185546875,18.112030029296875,18.5838623046875,18.100067138671875,18.189422607421875,18.112030029296875,19.29315185546875,18.5377197265625,18.541015625,18.916290283203125,18.5155029296875,18.541015625,19.225555419921875,18.331512451171875,17.729644775390625,18.916290283203125,18.189422607421875,18.9512939453125,19.146148681640625,18.9512939453125
2016-05-25_03:00:00,16.973114013671875,17.056915283203125,16.079437255859375,18.3033447265625,17.444580078125,18.636383056640625,15.94512939453125,17.386383056640625,18.3033447265625,17.46270751953125,17.386383056640625,16.973114013671875,18.076324462890625,16.820343017578125,18.3033447265625,17.444580078125,18.581939697265625,17.38531494140625,17.53765869140625,17.444580078125,17.444580078125,17.444580078125,17.3192138671875,17.386383056640625,17.53765869140625,17.548675537109375,17.48919677734375,17.303192138671875,15.72747802734375,18.3214111328125,17.44085693359375,17.912261962890625,15.94512939453125,19.4443359375,17.46270751953125,19.17779541015625,18.083343505859375,17.46270751953125,14.3265380859375,17.155853271484375,18.616851806640625,16.820343017578125,17.386383056640625,17.444580078125,18.928558349609375,15.94512939453125,17.088653564453125,18.076324462890625,17.056915283203125,17.056915283203125,16.701080322265625,15.89715576171875,17.444580078125,17.53765869140625,18.226104736328125,17.44085693359375,17.139617919921875,14.98785400390625,17.686737060546875,15.94512939453125,17.028961181640625,18.808685302734375,15.94512939453125,16.898681640625,17.493927001953125,15.94512939453125,16.973114013671875,18.3033447265625,17.912261962890625,17.088653564453125,16.973114013671875,18.928558349609375,16.898681640625,17.48919677734375,17.444580078125,17.548675537109375,17.48919677734375,18.454803466796875,17.386383056640625,16.62567138671875,17.444580078125,17.088653564453125,18.3338623046875,17.44085693359375,18.3338623046875
2016-05-25_04:00:00,16.332305908203125,15.281341552734375,14.879547119140625,18.260528564453125,16.527587890625,18.356292724609375,14.3409423828125,16.636962890625,18.260528564453125,16.76251220703125,16.636962890625,16.332305908203125,17.192779541015625,16.363006591796875,18.260528564453125,16.527587890625,18.193939208984375,16.792022705078125,16.85552978515625,16.527587890625,16.527587890625,16.527587890625,16.919189453125,16.636962890625,16.85552978515625,16.5897216796875,16.5897216796875,16.618255615234375,15.98944091796875,17.679595947265625,16.8814697265625,17.74755859375,14.3409423828125,19.087066650390625,16.76251220703125,18.85198974609375,17.6929931640625,16.76251220703125,14.652740478515625,16.776092529296875,17.740325927734375,16.363006591796875,16.636962890625,16.527587890625,18.373779296875,14.3409423828125,16.78741455078125,17.192779541015625,15.281341552734375,15.281341552734375,14.40411376953125,15.749969482421875,16.527587890625,16.85552978515625,18.00244140625,16.8814697265625,16.765655517578125,13.444854736328125,17.077423095703125,14.3409423828125,16.380035400390625,18.142181396484375,14.3409423828125,16.42181396484375,16.094207763671875,14.3409423828125,16.332305908203125,18.260528564453125,17.74755859375,16.78741455078125,16.332305908203125,18.373779296875,16.42181396484375,16.5897216796875,16.527587890625,16.5897216796875,16.5897216796875,18.430450439453125,16.636962890625,16.144256591796875,16.527587890625,16.78741455078125,18.109405517578125,16.8814697265625,18.109405517578125
2016-05-25_05:00:00,15.713470458984375,14.324737548828125,13.918914794921875,17.585357666015625,16.184722900390625,17.639984130859375,14.8682861328125,15.94525146484375,17.585357666015625,16.298736572265625,15.94525146484375,15.713470458984375,17.187957763671875,15.7535400390625,17.585357666015625,16.184722900390625,17.60797119140625,16.020599365234375,16.75445556640625,16.184722900390625,16.184722900390625,16.184722900390625,16.412261962890625,15.94525146484375,16.75445556640625,16.09149169921875,15.9017333984375,16.220947265625,15.5948486328125,17.0927734375,15.934478759765625,17.151092529296875,14.8682861328125,18.859130859375,16.298736572265625,18.492645263671875,16.559051513671875,16.298736572265625,14.045867919921875,16.57379150390625,17.4931640625,15.7535400390625,15.94525146484375,16.184722900390625,17.776947021484375,14.8682861328125,16.1011962890625,17.187957763671875,14.324737548828125,14.324737548828125,13.6917724609375,14.935943603515625,16.184722900390625,16.75445556640625,17.532989501953125,15.934478759765625,16.221893310546875,12.4578857421875,16.402313232421875,14.8682861328125,15.6474609375,17.6851806640625,14.8682861328125,15.760498046875,15.566375732421875,14.8682861328125,15.713470458984375,17.585357666015625,17.151092529296875,16.1011962890625,15.713470458984375,17.776947021484375,15.760498046875,15.9017333984375,16.184722900390625,16.09149169921875,15.9017333984375,17.82720947265625,15.94525146484375,15.48272705078125,16.184722900390625,16.1011962890625,17.545196533203125,15.934478759765625,17.545196533203125
2016-05-25_06:00:00,15.630889892578125,14.897918701171875,13.510650634765625,16.67742919921875,15.87164306640625,16.55401611328125,15.503570556640625,16.001922607421875,16.67742919921875,16.361297607421875,16.001922607421875,15.630889892578125,16.840179443359375,16.00897216796875,16.67742919921875,15.87164306640625,17.03424072265625,15.989593505859375,17.12225341796875,15.87164306640625,15.87164306640625,15.87164306640625,16.6661376953125,16.001922607421875,17.12225341796875,15.4713134765625,14.810272216796875,16.325347900390625,14.639312744140625,16.33807373046875,15.764617919921875,16.933990478515625,15.503570556640625,18.657867431640625,16.361297607421875,18.296539306640625,15.9775390625,16.361297607421875,12.834808349609375,16.29742431640625,16.521636962890625,16.00897216796875,16.001922607421875,15.87164306640625,16.89178466796875,15.503570556640625,15.716461181640625,16.840179443359375,14.897918701171875,14.897918701171875,14.243438720703125,14.316925048828125,15.87164306640625,17.12225341796875,16.51690673828125,15.764617919921875,15.954010009765625,12.367431640625,16.280975341796875,15.503570556640625,15.825042724609375,16.432373046875,15.503570556640625,16.127593994140625,15.43585205078125,15.503570556640625,15.630889892578125,16.67742919921875,16.933990478515625,15.716461181640625,15.630889892578125,16.89178466796875,16.127593994140625,14.810272216796875,15.87164306640625,15.4713134765625,14.810272216796875,17.65447998046875,16.001922607421875,15.472625732421875,15.87164306640625,15.716461181640625,17.1787109375,15.764617919921875,17.1787109375
2016-05-25_07:00:00,15.262542724609375,14.241607666015625,13.091064453125,16.004302978515625,14.40289306640625,16.3504638671875,14.01715087890625,15.380126953125,16.004302978515625,15.0689697265625,15.380126953125,15.262542724609375,15.95806884765625,15.371063232421875,16.004302978515625,14.40289306640625,16.19024658203125,16.38385009765625,16.027984619140625,14.40289306640625,14.40289306640625,14.40289306640625,15.732879638671875,15.380126953125,16.027984619140625,14.314849853515625,14.38934326171875,15.774749755859375,14.05908203125,16.37115478515625,15.8447265625,15.934326171875,14.01715087890625,18.314697265625,15.0689697265625,17.99176025390625,15.738037109375,15.0689697265625,12.20947265625,15.780303955078125,16.201171875,15.371063232421875,15.380126953125,14.40289306640625,16.38134765625,14.01715087890625,15.23004150390625,15.95806884765625,14.241607666015625,14.241607666015625,14.420562744140625,14.30706787109375,14.40289306640625,16.027984619140625,16.261566162109375,15.8447265625,15.153076171875,12.72039794921875,16.126800537109375,14.01715087890625,15.9654541015625,16.0340576171875,14.01715087890625,15.71282958984375,15.3345947265625,14.01715087890625,15.262542724609375,16.004302978515625,15.934326171875,15.23004150390625,15.262542724609375,16.38134765625,15.71282958984375,14.38934326171875,14.40289306640625,14.314849853515625,14.38934326171875,17.542694091796875,15.380126953125,14.742706298828125,14.40289306640625,15.23004150390625,16.937408447265625,15.8447265625,16.937408447265625
2016-05-25_08:00:00,14.9864501953125,13.221954345703125,13.040435791015625,16.0015869140625,13.6265869140625,16.25274658203125,12.0914306640625,14.8001708984375,16.0015869140625,14.083160400390625,14.8001708984375,14.9864501953125,15.4949951171875,15.039215087890625,16.0015869140625,13.6265869140625,15.727874755859375,16.283294677734375,15.4521484375,13.6265869140625,13.6265869140625,13.6265869140625,15.366851806640625,14.8001708984375,15.4521484375,13.62310791015625,13.976898193359375,15.630584716796875,14.34295654296875,16.129974365234375,15.573883056640625,15.09228515625,12.0914306640625,18.1171875,14.083160400390625,17.66131591796875,15.350830078125,14.083160400390625,12.611175537109375,15.702178955078125,16.14453125,15.039215087890625,14.8001708984375,13.6265869140625,16.032623291015625,12.0914306640625,14.9971923828125,15.4949951171875,13.221954345703125,13.221954345703125,13.135162353515625,13.761016845703125,13.6265869140625,15.4521484375,16.3189697265625,15.573883056640625,14.86029052734375,12.77545166015625,16.0523681640625,12.0914306640625,15.52557373046875,15.0091552734375,12.0914306640625,15.301666259765625,15.011474609375,12.0914306640625,14.9864501953125,16.0015869140625,15.09228515625,14.9971923828125,14.9864501953125,16.032623291015625,15.301666259765625,13.976898193359375,13.6265869140625,13.62310791015625,13.976898193359375,17.21954345703125,14.8001708984375,14.4722900390625,13.6265869140625,14.9971923828125,15.370849609375,15.573883056640625,15.370849609375
