variable,,T2,T2,TSK,TSK
stat,,mean,std,mean,std
domain,time,,,,
d01,2016-05-25 06:00:00,287.7655029296875,0.3122307360172272,283.6128845214844,0.6417482495307922
d01,2016-05-25 16:00:00,300.16473388671875,0.3488749563694,301.6919860839844,0.7915123701095581
d01,2016-05-26 06:00:00,291.1170349121094,0.5503555536270142,286.8368835449219,1.252238392829895
d01,2016-05-26 16:00:00,302.4134826660156,0.32211926579475403,303.92919921875,0.9506322145462036
d01,2016-05-27 06:00:00,291.4141845703125,0.32889941334724426,289.72705078125,0.3779064118862152
d01,2016-05-27 16:00:00,302.7861633300781,0.21488991379737854,305.2004089355469,0.5132601261138916
d01,2016-05-28 06:00:00,292.1821594238281,0.30663901567459106,290.9876403808594,0.26834627985954285
d01,2016-05-28 16:00:00,303.9483642578125,0.4152735769748688,305.7330322265625,0.8183910250663757
d01,2016-05-29 06:00:00,289.6136474609375,0.22507280111312866,287.4622802734375,0.4073919951915741
d01,2016-05-29 16:00:00,301.9590148925781,0.3979016840457916,304.4425048828125,0.9681734442710876
d01,2016-05-30 06:00:00,293.076171875,0.16307495534420013,293.09661865234375,0.24664047360420227
d01,2016-05-30 16:00:00,300.3474426269531,0.16971229016780853,302.9333190917969,0.5234891772270203
d01,2016-05-31 06:00:00,292.0674133300781,0.2571824789047241,292.0503234863281,0.2865798771381378
d01,2016-05-31 16:00:00,301.7791442871094,0.4832346439361572,304.2896728515625,0.9227094054222107
d01,2016-06-01 06:00:00,290.6247863769531,0.2953013479709625,289.3429260253906,0.41141143441200256
d01,2016-06-01 16:00:00,300.6296081542969,0.3691258430480957,302.76318359375,0.8867820501327515
d01,2016-06-02 06:00:00,291.1286926269531,0.0893726721405983,291.368408203125,0.09792996942996979
d01,2016-06-02 16:00:00,300.4567565917969,0.2877698838710785,304.2405700683594,0.6778062582015991
d01,2016-06-03 06:00:00,292.533203125,0.10096199810504913,292.61114501953125,0.11225391924381256
d01,2016-06-03 16:00:00,300.4927673339844,0.3099670708179474,303.6027526855469,0.9233196973800659
d01,2016-06-04 06:00:00,291.9353332519531,0.41076746582984924,291.8693542480469,0.6909211277961731
d01,2016-06-04 16:00:00,301.5751953125,0.3591492474079132,305.0130310058594,0.6649277806282043
d01,2016-06-05 06:00:00,292.8819580078125,0.09160956740379333,292.9932861328125,0.09839135408401489
d01,2016-06-05 16:00:00,300.327392578125,0.2179044634103775,301.7779846191406,0.8266802430152893
d01,2016-06-06 06:00:00,290.7456970214844,0.3595673441886902,289.6673583984375,0.3215286433696747
d01,2016-06-06 16:00:00,301.0129089355469,0.45248374342918396,302.5951232910156,1.0316025018692017
d01,2016-06-07 06:00:00,290.7532958984375,0.6025547385215759,289.9817810058594,0.8993368148803711
d01,2016-06-07 16:00:00,299.5680236816406,0.662346601486206,300.6943664550781,1.2924515008926392
d01,2016-06-08 06:00:00,283.4599914550781,0.19799180328845978,282.4446716308594,0.2832169532775879
d01,2016-06-08 16:00:00,291.54736328125,0.5304144024848938,293.8337097167969,1.2114177942276
d01,2016-06-09 06:00:00,280.8025207519531,0.1863815188407898,279.5755310058594,0.254993200302124
d01,2016-06-09 16:00:00,295.1138000488281,0.5419009327888489,296.9642639160156,1.2200865745544434
d01,2016-06-10 06:00:00,282.1623229980469,0.351738840341568,280.9238586425781,0.34782207012176514
d01,2016-06-10 16:00:00,297.1216735839844,0.3680225908756256,299.654541015625,0.939272940158844
d01,2016-06-11 06:00:00,289.7890319824219,0.47770172357559204,288.7257385253906,0.75918048620224
d01,2016-06-11 16:00:00,305.6468811035156,0.5055176019668579,306.2261657714844,1.108782172203064
d01,2016-06-12 06:00:00,294.50872802734375,0.31881821155548096,293.0693664550781,0.2530805170536041
d01,2016-06-12 16:00:00,300.7816162109375,0.7558447122573853,301.6987609863281,1.3368616104125977
d01,2016-06-13 06:00:00,283.13916015625,0.506412923336029,282.3281555175781,0.48370641469955444
d01,2016-06-13 16:00:00,296.6791687011719,0.31220436096191406,300.181396484375,0.9017387628555298
d01,2016-06-14 06:00:00,285.4146423339844,0.26745355129241943,284.39892578125,0.3023751676082611
d01,2016-06-14 16:00:00,296.2018737792969,0.46841591596603394,300.4376525878906,0.9241430163383484
d01,2016-06-15 06:00:00,289.5264892578125,0.4373432397842407,288.2674865722656,1.0506494045257568
d01,2016-06-15 16:00:00,299.9510803222656,0.2489168792963028,302.7189025878906,0.713284432888031
d01,2016-06-16 06:00:00,292.2944641113281,0.4037199020385742,292.3321838378906,0.38185009360313416
d01,2016-06-16 16:00:00,299.1330261230469,0.327067106962204,299.2839050292969,0.8081600666046143
d01,2016-06-17 06:00:00,290.4058532714844,0.35688742995262146,290.3778991699219,0.3329590857028961
d01,2016-06-17 16:00:00,299.2790222167969,0.3956494629383087,301.8312072753906,0.9058303236961365
d01,2016-06-18 06:00:00,288.5323181152344,0.32711076736450195,286.865234375,1.2987886667251587
d01,2016-06-18 16:00:00,300.2987976074219,0.46049416065216064,304.0448913574219,0.7086736559867859
d01,2016-06-19 06:00:00,288.6301574707031,0.20965008437633514,286.6055908203125,0.4472789168357849
d01,2016-06-19 16:00:00,301.5110168457031,0.5090071558952332,303.912353515625,1.100660800933838
d01,2016-06-20 06:00:00,292.3667297363281,0.25108614563941956,291.4368896484375,0.24098408222198486
d01,2016-06-20 16:00:00,304.7169189453125,0.4517648220062256,305.90625,1.0649776458740234
d01,2016-06-21 06:00:00,295.3397521972656,0.3343617916107178,294.2004089355469,0.25171273946762085
