variable,,T2,T2,SWDNB,SWDNB,SWUPB,SWUPB,LWDNB,LWDNB,LWUPB,LWUPB,LH,LH,HFX,HFX,GRDFLX,GRDFLX,CLDFRA,CLDFRA,QVAPOR,QVAPOR
stat,,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
domain,time,,,,,,,,,,,,,,,,,,,,
d01,2016-05-25 06:00:00,287.7655029296875,0.3122307360172272,7.432605266571045,0.6316202282905579,1.3526965379714966,0.2775610685348511,305.8572082519531,1.0067979097366333,362.5154724121094,4.014017581939697,-0.8547742366790771,2.6926348209381104,-27.763290405273438,8.931438446044922,22.82994270324707,2.5002188682556152,0.0,0.0,0.00747467577457428,0.00011125395394628868
d01,2016-05-25 16:00:00,300.16473388671875,0.3488749563694,769.9666137695312,11.266860008239746,140.49288940429688,27.24818992614746,350.5355529785156,5.392326354980469,464.8900146484375,3.258695602416992,406.2965393066406,7.2458295822143555,56.7038688659668,17.62074089050293,-52.977962493896484,2.4564695358276367,0.0,0.0,0.00837648008018732,0.0003303763223811984
d01,2016-05-26 06:00:00,291.1170349121094,0.5503555536270142,7.481222629547119,1.1607518196105957,1.3540908098220825,0.3099367618560791,344.2325134277344,15.8795166015625,378.081298828125,5.259719371795654,2.218290328979492,3.034099578857422,-18.839723587036133,9.587215423583984,14.291004180908203,7.662178039550781,0.0,0.0,0.00855474453419447,6.232227315194905e-05
d01,2016-05-26 16:00:00,302.4134826660156,0.32211926579475403,763.5936889648438,3.699998617172241,139.091552734375,25.699100494384766,382.8838195800781,4.75062894821167,479.8803405761719,4.572985649108887,408.1404113769531,13.679808616638184,59.811580657958984,24.560983657836914,-60.53776550292969,5.64238977432251,0.0,0.0,0.011394929140806198,0.0005427763680927455
d01,2016-05-27 06:00:00,291.4141845703125,0.32889941334724426,8.285698890686035,0.5377077460289001,1.5086785554885864,0.2996256649494171,359.44921875,1.1932507753372192,396.77001953125,2.732880115509033,-3.2363789081573486,1.3097585439682007,-13.46584415435791,5.755444526672363,14.728922843933105,2.35231876373291,0.0,0.0,0.012160866521298885,0.0002782427181955427
d01,2016-05-27 16:00:00,302.7861633300781,0.21488991379737854,753.3571166992188,4.338046550750732,137.2486114501953,25.46832847595215,405.150390625,3.1699883937835693,489.0364990234375,2.9956367015838623,395.9483947753906,19.49581527709961,89.32599639892578,12.54971981048584,-48.231597900390625,2.7616665363311768,0.0,0.0,0.014843557961285114,0.0005367448320612311
d01,2016-05-28 06:00:00,292.1821594238281,0.30663901567459106,8.963095664978027,0.597901463508606,1.631428837776184,0.3213653862476349,369.220458984375,0.7778817415237427,403.3874816894531,2.4119906425476074,-2.4839470386505127,2.074828624725342,-9.957175254821777,2.4318926334381104,15.82183837890625,1.7548754215240479,0.0,0.0,0.013042990118265152,0.00038667095941491425
d01,2016-05-28 16:00:00,303.9483642578125,0.4152735769748688,758.2687377929688,2.112600326538086,138.06980895996094,25.22658920288086,403.600341796875,1.1320757865905762,492.3609313964844,3.8538918495178223,414.006591796875,12.19780445098877,72.89032745361328,17.514856338500977,-46.09627914428711,2.82477068901062,0.0,0.0,0.013065077364444733,0.0002946738386526704
