variable,,T2,T2,TSK,TSK
stat,,mean,std,mean,std
domain,time,,,,
d01,2016-05-25 06:00:00,-0.5264384150505066,1.6183874607086182,1.8897501230239868,0.7005293965339661
d01,2016-05-25 16:00:00,1.9602524042129517,0.23269741237163544,3.3476054668426514,0.6273155212402344
d01,2016-05-26 06:00:00,-4.308539867401123,1.1558512449264526,-0.7389729619026184,0.9299091696739197
d01,2016-05-26 16:00:00,1.2807785272598267,0.7053875923156738,2.9470179080963135,1.1164731979370117
d01,2016-05-27 06:00:00,1.0148723125457764,0.572554886341095,1.8209567070007324,0.533790111541748
d01,2016-05-27 16:00:00,1.3540140390396118,0.29870328307151794,2.813934326171875,0.6072263717651367
d01,2016-05-28 06:00:00,-0.3467271625995636,0.5009092688560486,0.5992634892463684,0.5198081731796265
d01,2016-05-28 16:00:00,0.8526102900505066,1.0103703737258911,2.279646158218384,1.4769161939620972
d01,2016-05-29 06:00:00,-2.784010171890259,0.9758719801902771,-0.330780029296875,0.5805608630180359
d01,2016-05-29 16:00:00,0.8696696162223816,0.35091090202331543,2.2479248046875,1.0622906684875488
d01,2016-05-30 06:00:00,0.5102640986442566,0.5224752426147461,0.820268452167511,0.6510978937149048
d01,2016-05-30 16:00:00,1.1107348203659058,0.7616722583770752,2.417310953140259,1.3536971807479858
d01,2016-05-31 06:00:00,1.8755594491958618,0.26591119170188904,2.4329020977020264,0.46662667393684387
d01,2016-05-31 16:00:00,1.409027099609375,0.43741628527641296,2.4107768535614014,0.8862059712409973
d01,2016-06-01 06:00:00,2.882093667984009,0.7844954133033752,4.252455234527588,0.8326628804206848
d01,2016-06-01 16:00:00,0.1835089772939682,0.44363683462142944,1.0934652090072632,0.9139816761016846
d01,2016-06-02 06:00:00,1.1507840156555176,0.1786988079547882,1.3260159492492676,0.25108668208122253
d01,2016-06-02 16:00:00,0.9644572138786316,0.6486659646034241,1.9123907089233398,1.1282061338424683
d01,2016-06-03 06:00:00,0.435875803232193,0.35497361421585083,0.7258945107460022,0.4441083073616028
d01,2016-06-03 16:00:00,0.290130615234375,0.31560802459716797,1.1930745840072632,0.8417742848396301
d01,2016-06-04 06:00:00,1.0050219297409058,0.28775379061698914,2.0983173847198486,0.7716174125671387
d01,2016-06-04 16:00:00,1.3834295272827148,0.5328760147094727,3.042656898498535,0.7028191685676575
d01,2016-06-05 06:00:00,0.8537666201591492,0.3032814860343933,1.185272216796875,0.5189539194107056
d01,2016-06-05 16:00:00,1.4327596426010132,0.28075894713401794,3.7078113555908203,0.26346904039382935
d01,2016-06-06 06:00:00,2.3933069705963135,0.39761778712272644,2.704389810562134,0.5049247145652771
d01,2016-06-06 16:00:00,2.0453288555145264,0.16011753678321838,3.5833606719970703,0.7540256381034851
d01,2016-06-07 06:00:00,1.2345954179763794,0.36558154225349426,1.655331015586853,0.7479947805404663
d01,2016-06-07 16:00:00,2.730088949203491,0.23256400227546692,4.262372970581055,0.8973802924156189
d01,2016-06-08 06:00:00,1.82977294921875,0.5131258964538574,2.32528018951416,0.7977288961410522
d01,2016-06-08 16:00:00,2.192060708999634,0.11456220597028732,3.0785114765167236,0.8143361806869507
d01,2016-06-09 06:00:00,0.5985446572303772,0.7856425642967224,1.2480231523513794,0.8922632932662964
d01,2016-06-09 16:00:00,2.13516902923584,0.2323174625635147,3.4417896270751953,0.8353856205940247
d01,2016-06-10 06:00:00,1.6390889883041382,0.6845995187759399,1.9678446054458618,0.8480629920959473
d01,2016-06-10 16:00:00,1.4542202949523926,0.16203096508979797,2.917616128921509,0.7730579972267151
d01,2016-06-11 06:00:00,-0.3255106508731842,0.4711619019508362,-0.2441372275352478,0.38740274310112
d01,2016-06-11 16:00:00,2.139482259750366,0.18676729500293732,3.741295576095581,0.6887335181236267
d01,2016-06-12 06:00:00,2.1295673847198486,0.4895327687263489,2.6663548946380615,0.4878986179828644
d01,2016-06-12 16:00:00,3.516706705093384,0.3187267780303955,5.013498783111572,0.8943883180618286
d01,2016-06-13 06:00:00,1.943729043006897,0.4870136082172394,2.214935302734375,0.69288170337677
d01,2016-06-13 16:00:00,1.1101888418197632,0.08598149567842484,2.201470375061035,0.8088871240615845
d01,2016-06-14 06:00:00,1.6180521249771118,0.6781155467033386,2.228563070297241,0.9186357855796814
d01,2016-06-14 16:00:00,1.7411905527114868,0.25755760073661804,2.4895899295806885,0.9369710087776184
d01,2016-06-15 06:00:00,-1.6050381660461426,1.4944674968719482,0.5078701376914978,1.5544304847717285
d01,2016-06-15 16:00:00,0.5568271279335022,0.20270100235939026,1.5915695428848267,0.5945863127708435
d01,2016-06-16 06:00:00,0.930803120136261,0.41566744446754456,1.2251009941101074,0.5361624956130981
d01,2016-06-16 16:00:00,2.9033100605010986,0.47434842586517334,4.792270183563232,1.1884982585906982
d01,2016-06-17 06:00:00,1.4755045175552368,0.22346515953540802,1.7777471542358398,0.3087359666824341
d01,2016-06-17 16:00:00,0.7180819511413574,0.3766879141330719,1.8211941719055176,1.0333188772201538
d01,2016-06-18 06:00:00,-0.9867112636566162,0.610086977481842,1.7280306816101074,1.4834123849868774
d01,2016-06-18 16:00:00,0.3067525327205658,0.4204912483692169,1.0861307382583618,0.903696596622467
d01,2016-06-19 06:00:00,-2.163214921951294,1.092470407485962,-0.2953592836856842,0.6266762614250183
d01,2016-06-19 16:00:00,1.6605666875839233,0.44995972514152527,3.1762421131134033,1.1582849025726318
d01,2016-06-20 06:00:00,-2.5450778007507324,1.3357210159301758,-2.089653968811035,1.3134580850601196
