variable,,T2,T2,SWDNB,SWDNB,SWUPB,SWUPB,LWDNB,LWDNB,LWUPB,LWUPB,LH,LH,HFX,HFX,GRDFLX,GRDFLX,CLDFRA,CLDFRA,QVAPOR,QVAPOR
stat,,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
domain,time,,,,,,,,,,,,,,,,,,,,
d01,2016-05-25 06:00:00,-0.5264384150505066,1.6183874607086182,-0.8449292778968811,0.047018565237522125,-0.7598052024841309,0.25970056653022766,6.045403957366943,2.8212029933929443,12.425036430358887,3.071566104888916,1.2132331132888794,1.5886603593826294,-2.7458479404449463,5.788672924041748,-4.257514476776123,2.4348154067993164,0.0,0.0,0.00045417563524097204,0.00010431376722408459
d01,2016-05-25 16:00:00,1.9602524042129517,0.23269741237163544,-5.984578609466553,11.031867980957031,-4.329028606414795,28.41415023803711,13.851176261901855,1.616837978363037,24.05364227294922,2.379532814025879,-143.79344177246094,6.5718770027160645,65.00088500976562,24.083633422851562,-14.078727722167969,13.442511558532715,0.0,0.0,0.00010562749957898632,0.0002995355462189764
d01,2016-05-26 06:00:00,-4.308539867401123,1.1558512449264526,-0.03957207873463631,1.1729601621627808,-0.630382776260376,0.2396719753742218,-21.744096755981445,22.45624351501465,0.2232021689414978,3.2724318504333496,-5.492936611175537,4.902200698852539,13.431157112121582,6.765824794769287,23.454681396484375,15.157503128051758,0.1111111119389534,0.31426966190338135,0.0004722005396615714,0.0002987940388265997
d01,2016-05-26 16:00:00,1.2807785272598267,0.7053875923156738,-5.554219722747803,3.98325514793396,-3.8437187671661377,27.32433319091797,11.72258472442627,5.408417701721191,24.884796142578125,10.16103744506836,-156.2367706298828,9.196041107177734,83.28853607177734,20.09058952331543,-9.44491195678711,20.04857635498047,0.0,0.0,0.000638569938018918,0.0010604879353195429
d01,2016-05-27 06:00:00,1.0148723125457764,0.572554886341095,-0.7503030300140381,0.0806647464632988,-0.8298346400260925,0.2894342541694641,8.070576667785645,1.4565083980560303,11.772762298583984,3.3151419162750244,2.8666460514068604,2.2260212898254395,8.255349159240723,6.962124347686768,13.555633544921875,8.838436126708984,0.0,0.0,-0.0004157338116783649,0.00014523323625326157
d01,2016-05-27 16:00:00,1.3540140390396118,0.29870328307151794,-11.699381828308105,19.960424423217773,-4.667526721954346,26.0739803314209,8.63559341430664,3.2187135219573975,20.672752380371094,3.769902229309082,-157.283935546875,25.82938575744629,68.74036407470703,16.656478881835938,-6.545569896697998,8.778182029724121,0.0,0.0,-0.00029992920462973416,0.00031555714667774737
d01,2016-05-28 06:00:00,-0.3467271625995636,0.5009092688560486,-0.7759394645690918,0.06376093626022339,-0.8908774256706238,0.3094135820865631,2.260572671890259,1.8916137218475342,5.055938720703125,2.969193696975708,7.49346399307251,3.7363133430480957,8.504502296447754,4.349258899688721,19.077863693237305,9.27970027923584,0.0,0.0,-0.0016146808629855514,0.00017802331421989948
d01,2016-05-28 16:00:00,0.8526102900505066,1.0103703737258911,-1.2217203378677368,1.3366974592208862,-2.6646881103515625,26.663314819335938,2.00368595123291,3.292236566543579,17.39747428894043,7.920719146728516,-148.7744903564453,12.952394485473633,87.79586029052734,16.74291229248047,7.246216297149658,16.451091766357422,0.0,0.0,-0.0008131806389428675,0.0006870576180517673
