Date,82,139,130,32,10,129,105,80,34,71,35,106,91,131,19,42,27,5,88,72,70,40,132,48,143,120,33,54,102,124,127,64,79,13,69,28,83,60,68,74,47,63,94,20,16,98,107,9,86,4,53,43,17,97,66,122,109,99,128,3,73,41,103,123,50,108,12,100,137,77,136,22,90,31,92,2,110,11,141,126,78,62,24,75,65,85,29,144,21,134,44
2016-07-01 00:00:00,23.4514520536,,21.1774520536,23.7814520536,23.1804520536,23.2974520536,25.4084520536,25.9224520536,24.2294520536,25.6064520536,24.2644520536,20.8804520536,24.1684520536,,23.2484520536,23.2344520536,24.2214520536,21.7614520536,25.4444520536,24.8114520536,25.5964520536,23.7414520536,,24.7604520536,,,24.7564520536,24.2644520536,25.4514520536,25.8304520536,23.5314520536,21.7414520536,24.6314520536,22.2724520536,25.1194520536,25.2214520536,23.5104520536,25.0734520536,21.1784520536,24.6354520536,25.2604520536,20.5054520536,23.7914520536,23.7484520536,23.7214520536,25.1434520536,24.6354520536,21.2144520536,25.7194520536,22.2184520536,23.7484520536,23.7114520536,23.1964520536,24.6944520536,25.8224520536,,,25.1684520536,24.0274520536,23.2194520536,23.6354520536,,20.5394520536,24.1984520536,25.7834520536,25.5724520536,24.2354520536,25.0614520536,,24.8794520536,,24.7484520536,21.7424520536,24.2604520536,24.8264520536,21.2194520536,22.6054520536,23.1664520536,,25.9364520536,25.4814520536,25.3114520536,24.7744520536,20.5084520536,25.0734520536,23.1034520536,24.2644520536,,22.2474520536,,23.2344520536
2016-07-01 01:00:00,23.4087531289,,20.6967531289,23.3007531289,23.1997531289,23.1917531289,25.0527531289,25.1297531289,23.7477531289,25.1877531289,24.2837531289,20.7117531289,23.9377531289,,23.2677531289,22.7537531289,23.7407531289,22.2807531289,24.9637531289,24.5177531289,25.2407531289,23.2597531289,,24.2797531289,,,24.2757531289,24.2837531289,25.0337531289,25.2247531289,23.4257531289,22.0117531289,24.3387531289,22.2917531289,24.6387531289,25.2407531289,23.2797531289,24.5927531289,20.8857531289,24.6547531289,25.2797531289,20.2747531289,23.6227531289,23.2677531289,23.7407531289,24.7877531289,24.2177531289,22.2337531289,25.4267531289,22.7387531289,23.7677531289,23.2307531289,22.7147531289,24.3387531289,25.3427531289,,,24.8127531289,23.6717531289,23.7387531289,23.5297531289,,19.8077531289,24.0297531289,25.3027531289,25.2177531289,24.2547531289,24.5177531289,,24.5237531289,,24.7677531289,21.6367531289,23.7797531289,24.4707531289,22.2397531289,21.6867531289,23.1857531289,,25.5177531289,25.1257531289,24.8927531289,24.2927531289,20.2147531289,24.7167531289,23.3727531289,24.2837531289,,22.2667531289,,23.2537531289
2016-07-01 02:00:00,22.6810973912,,20.3440973912,23.3230973912,22.7220973912,22.9640973912,24.6380973912,24.5270973912,23.7700973912,24.7730973912,23.8060973912,20.2330973912,23.7730973912,,22.7900973912,22.7760973912,23.2630973912,21.3030973912,24.5480973912,24.2280973912,24.8250973912,22.7820973912,,23.8020973912,,,23.7980973912,23.8060973912,24.6810973912,24.8720973912,23.3230973912,21.9710973912,23.9860973912,22.3140973912,24.3490973912,24.7630973912,22.7390973912,24.3650973912,20.3450973912,24.3020973912,24.8020973912,19.8590973912,23.2700973912,22.7900973912,23.7630973912,24.4350973912,23.9900973912,21.7560973912,24.8860973912,22.7610973912,23.2900973912,23.2530973912,22.2370973912,23.9860973912,25.0520973912,,,24.5850973912,23.4440973912,22.7610973912,23.1770973912,,19.2050973912,23.7400973912,24.8250973912,24.8650973912,23.7760973912,24.2900973912,,24.1090973912,,24.2900973912,21.0960973912,23.8020973912,24.0560973912,21.7620973912,21.3340973912,23.2080973912,,25.2280973912,24.6480973912,24.6030973912,23.8150973912,20.0490973912,24.2390973912,23.2700973912,23.8060973912,,21.7890973912,,22.2760973912
2016-07-01 03:00:00,22.3530268817,,19.8280268817,22.8700268817,22.2690268817,22.5100268817,24.4350268817,24.1990268817,23.3170268817,24.4450268817,23.3530268817,19.7170268817,23.2570268817,,22.3360268817,22.3230268817,23.3100268817,20.8490268817,24.4080268817,23.9000268817,24.4970268817,22.8290268817,,23.3490268817,,,23.8450268817,23.3530268817,24.4160268817,24.5440268817,22.8700268817,21.5180268817,23.5950268817,21.8600268817,24.0830268817,24.3100268817,22.2860268817,23.9740268817,20.1410268817,23.7860268817,24.8490268817,19.7180268817,21.4410268817,22.3360268817,23.3100268817,24.1690268817,23.2240268817,20.8020268817,24.6200268817,21.8070268817,22.8370268817,22.7990268817,21.7840268817,23.5330268817,24.5360268817,,,24.4450268817,22.3030268817,21.3070268817,22.9740268817,,18.8140268817,23.5370268817,24.8720268817,24.4110268817,23.8230268817,24.1500268817,,24.0310268817,,24.3370268817,20.8300268817,23.3490268817,23.7900268817,20.8080268817,21.0050268817,22.2550268817,,24.8370268817,24.3200268817,24.2750268817,23.8620268817,19.9080268817,24.0990268817,22.6920268817,23.3530268817,,21.3360268817,,22.8230268817
2016-07-01 04:00:00,22.1885913978,,19.4765913978,21.9555913978,21.3535913978,21.5325913978,24.0205913978,24.3465913978,22.4025913978,24.2175913978,22.9385913978,19.4275913978,22.8425913978,,20.4205913978,20.9075913978,20.8945913978,19.4335913978,24.3055913978,23.4845913978,24.1455913978,21.4145913978,,22.9345913978,,,23.4305913978,23.4385913978,24.0635913978,24.3175913978,22.2675913978,20.6025913978,22.9925913978,21.4455913978,22.6675913978,24.3955913978,21.5575913978,23.6845913978,19.9145913978,22.9345913978,24.4345913978,19.3035913978,20.5255913978,20.9205913978,22.3955913978,24.0045913978,22.9345913978,18.8865913978,24.5185913978,20.8915913978,21.4215913978,22.3845913978,21.8695913978,23.2425913978,24.0595913978,,,24.1555913978,21.9515913978,19.3905913978,22.1845913978,,18.2735913978,23.1215913978,24.4575913978,24.1215913978,23.4085913978,23.9225913978,,23.8035913978,,23.4225913978,20.1025913978,22.4345913978,23.4385913978,19.8925913978,20.0895913978,21.8405913978,,24.6105913978,24.0305913978,24.0475913978,21.9455913978,19.5555913978,23.7465913978,21.6505913978,23.4385913978,,20.9205913978,,22.4085913978
2016-07-01 05:00:00,21.8814358423,,19.2324358423,22.1494358423,21.0474358423,21.2264358423,23.8394358423,23.9774358423,22.5964358423,23.9744358423,22.6324358423,19.1204358423,22.7864358423,,20.6144358423,21.1014358423,21.0884358423,19.1264358423,23.9374358423,23.3034358423,23.7764358423,21.6084358423,,22.6274358423,,,23.1244358423,23.1324358423,23.9444358423,23.6984358423,21.9604358423,20.2954358423,22.6244358423,21.1384358423,22.5484358423,24.0894358423,21.4394358423,23.1284358423,19.5454358423,22.4404358423,24.6284358423,19.0594358423,20.5324358423,21.6154358423,22.0884358423,23.7614358423,23.2534358423,18.5794358423,24.2744358423,20.5854358423,21.6154358423,22.5784358423,22.0634358423,23.0614358423,24.1284358423,,,24.0364358423,21.8324358423,19.0844358423,21.2534358423,,17.9044358423,22.5034358423,23.6514358423,24.0034358423,23.6024358423,23.5534358423,,23.9354358423,,23.6164358423,19.7324358423,22.1274358423,22.9444358423,19.5864358423,20.9714358423,21.5344358423,,24.4914358423,23.7864358423,23.8664358423,22.6404358423,19.4364358423,23.5654358423,21.2194358423,23.1324358423,,20.6144358423,,21.6014358423
2016-07-01 06:00:00,22.368734767,,19.156734767,21.947734767,21.846734767,21.525734767,23.825734767,23.839734767,22.394734767,23.585734767,22.931734767,19.294734767,23.022734767,,21.914734767,20.899734767,22.388734767,19.926734767,24.111734767,23.477734767,23.637734767,21.907734767,,22.426734767,,,22.923734767,23.431734767,23.618734767,23.372734767,22.009734767,20.532734767,23.235734767,20.936734767,24.098734767,23.888734767,21.550734767,23.489734767,20.031734767,22.426734767,24.427734767,19.045734767,20.893734767,22.914734767,22.888734767,24.122734767,23.614734767,19.879734767,23.886734767,20.884734767,22.914734767,22.377734767,25.363734767,23.610734767,24.552734767,,,23.960734767,22.694734767,19.883734767,21.051734767,,17.890734767,22.239734767,23.950734767,23.739734767,23.401734767,23.915734767,,24.109734767,,23.415734767,19.969734767,22.426734767,22.681734767,19.885734767,20.957734767,21.833734767,,24.290734767,23.647734767,23.978734767,22.438734767,19.986734767,23.364734767,21.392734767,22.930734767,,20.913734767,,21.400734767
2016-07-01 07:00:00,23.5680182149,,19.9810182149,22.7730182149,23.6720182149,22.8500182149,24.1500182149,24.0390182149,22.7190182149,24.2850182149,23.2560182149,20.3070182149,24.4100182149,,22.7390182149,23.2260182149,25.7130182149,25.7540182149,24.3730182149,24.4270182149,24.0250182149,24.7330182149,,24.7520182149,,,23.7480182149,24.2560182149,24.0060182149,24.8220182149,22.7090182149,21.2320182149,23.3730182149,21.7620182149,26.2360182149,24.2130182149,22.7510182149,25.0650182149,20.6690182149,22.9390182149,24.7520182149,19.4950182149,22.5320182149,24.2400182149,23.7130182149,25.5100182149,25.5650182149,21.7050182149,24.5230182149,21.2090182149,29.2390182149,23.2020182149,26.6870182149,24.9980182149,25.4390182149,,,24.5350182149,24.6440182149,21.7090182149,22.4390182149,,18.8410182149,23.0020182149,24.7750182149,24.5640182149,25.2270182149,24.9900182149,,25.3710182149,,23.7400182149,20.7940182149,24.2520182149,23.5680182149,25.2130182149,23.5970182149,23.1580182149,,24.6780182149,24.0970182149,25.1780182149,23.7640182149,21.6870182149,23.8760182149,22.2810182149,23.2550182149,,21.7380182149,,23.2260182149
2016-07-01 08:00:00,24.1701845232,,22.2711845232,23.8751845232,28.2741845232,24.5161845232,25.0651845232,25.7041845232,23.8221845232,25.5751845232,25.8581845232,21.9741845232,24.8251845232,,25.8421845232,26.8291845232,27.8151845232,27.8561845232,25.0381845232,24.9671845232,25.1271845232,29.3331845232,,28.3541845232,,,25.3501845232,24.3581845232,25.0451845232,26.1121845232,24.2501845232,23.2111845232,25.1001845232,23.3661845232,27.6511845232,25.3151845232,24.7291845232,26.3541845232,22.2721845232,24.4791845232,25.8541845232,20.9731845232,24.4471845232,27.3421845232,24.3151845232,26.7371845232,26.2921845232,26.3091845232,25.8131845232,22.8121845232,26.8421845232,23.8041845232,29.2891845232,25.7251845232,26.6671845232,,,25.0751845232,26.5591845232,24.8131845232,24.1041845232,,23.1341845232,24.2291845232,26.3771845232,25.7921845232,24.8281845232,26.3421845232,,27.0351845232,,24.8421845232,23.4001845232,26.3541845232,24.7951845232,27.3151845232,25.2001845232,24.2601845232,,25.7801845232,25.5121845232,25.5921845232,27.3681845232,22.9151845232,24.7911845232,24.1341845232,24.8581845232,,24.3421845232,,24.8281845232
