,T2,SWDNB,SWUPB,LWDNB,LWUPB,LH,HFX,GRDFLX,TSK,QVAPOR,net_lw,r_net
2016-06-13 22:00:00,20.0143981934,0.0,0.0,337.739074707,415.205383301,2.20560598373,-14.2934999466,67.0264968872,292.613708496,0.008953159675,-77.4663085938,-77.4663085938
2016-06-13 23:00:00,19.1477905273,0.0,0.0,336.185943604,409.92678833,2.30764913559,-16.1162166595,61.6300582886,291.729980469,0.00873021874577,-73.7408447266,-73.7408447266
2016-06-14 00:00:00,17.6014343262,0.0,0.0,330.421112061,402.888275146,1.82869410515,-12.4639625549,63.0039749146,290.32019043,0.00857918057591,-72.4671630859,-72.4671630859
2016-06-14 01:00:00,16.561517334,0.0,0.0,324.300262451,396.333648682,1.45058345795,-12.643538475,62.1300964355,289.253601074,0.00831527262926,-72.0333862305,-72.0333862305
2016-06-14 02:00:00,15.7410827637,0.0,0.0,320.039031982,391.457794189,1.12198138237,-12.6226482391,60.6807861328,288.387145996,0.00805141404271,-71.418762207,-71.418762207
2016-06-14 03:00:00,15.2094360352,0.0,0.0,317.413513184,388.063659668,1.08255946636,-13.9974632263,58.1645851135,287.792907715,0.00777181424201,-70.6501464844,-70.6501464844
2016-06-14 04:00:00,14.7106567383,0.0,0.0,314.683441162,385.316955566,1.33702301979,-16.6167507172,55.872177124,287.291351318,0.00751382485032,-70.6335144043,-70.6335144043
2016-06-14 05:00:00,13.8095947266,0.0,0.0,311.519805908,381.316772461,1.09115731716,-14.7832794189,56.14868927,286.439178467,0.00731740612537,-69.7969665527,-69.7969665527
2016-06-14 06:00:00,12.5964904785,19.1452713013,3.3281853199,307.427490234,373.484863281,0.639028012753,-2.79981136322,50.5717201233,285.517822266,0.00728837773204,-66.0573730469,-50.2402870655
2016-06-14 07:00:00,15.3226257324,182.696151733,31.7596244812,307.63571167,392.434143066,31.3102741241,19.1569881439,-7.53117799759,289.305145264,0.00766471540555,-84.7984313965,66.1380958557
2016-06-14 08:00:00,16.847833252,380.111236572,66.0779418945,308.72845459,408.493743896,79.261932373,77.186630249,-45.1356163025,291.976776123,0.0074667762965,-99.7652893066,214.268005371
2016-06-14 09:00:00,17.9290100098,577.757568359,100.436508179,307.277008057,421.322265625,120.497047424,142.894638062,-78.390045166,294.466705322,0.00749894464388,-114.045257568,363.275802612
2016-06-14 10:00:00,19.2455993652,755.119873047,131.268890381,309.000793457,436.662841797,162.168136597,197.550796509,-106.302688599,297.099304199,0.00740977982059,-127.66204834,496.188934326
2016-06-14 11:00:00,20.3656555176,897.369750977,155.997406006,311.556182861,449.696075439,199.944046021,245.007095337,-120.223861694,299.175628662,0.00717910612002,-138.139892578,603.232452393
2016-06-14 12:00:00,21.2653137207,991.016418457,172.276855469,314.373168945,459.979156494,225.462463379,274.28125,-127.207504272,300.851867676,0.00711086345837,-145.605987549,673.133575439
2016-06-14 13:00:00,22.010369873,1031.99462891,179.400360107,315.404907227,466.316070557,243.479736328,296.370330811,-113.151000977,301.720336914,0.00685664918274,-150.91116333,701.683105469
2016-06-14 14:00:00,22.5386901855,1017.83343506,176.938644409,313.362670898,468.934295654,249.273193359,285.323547363,-100.223922729,302.151428223,0.00628654984757,-155.571624756,685.323165894
2016-06-14 15:00:00,23.0652709961,944.969482422,164.272125244,313.633392334,471.34185791,236.140441895,249.581756592,-86.5491638184,302.47277832,0.00628791702911,-157.708465576,622.988891602
2016-06-14 16:00:00,23.3380371094,818.213134766,142.236953735,316.82635498,469.362640381,209.318908691,210.906188965,-56.8774185181,302.003509521,0.0066999560222,-152.5362854,523.43989563
2016-06-14 17:00:00,23.6432128906,647.717712402,112.59828949,325.442626953,464.594451904,172.309799194,155.722320557,-28.0239830017,301.171081543,0.0072684623301,-139.151824951,395.967597961
2016-06-14 18:00:00,23.6430603027,455.454376221,79.1755065918,327.776489258,457.086975098,130.097213745,97.602142334,10.1963977814,299.753540039,0.00736275874078,-129.31048584,246.968383789
2016-06-14 19:00:00,23.0539794922,256.187957764,44.5353393555,322.564605713,444.186645508,79.0863265991,39.8278198242,46.8285484314,297.599365234,0.0074288896285,-121.622039795,90.0305786133
2016-06-14 20:00:00,19.3016906738,70.5784225464,12.269244194,318.93081665,431.739654541,2.72861146927,22.8529071808,80.4693450928,294.376708984,0.00736561138183,-112.808837891,-54.4996595383
2016-06-14 21:00:00,15.800592041,0.0,0.0,315.542358398,399.082580566,-1.23461341858,9.86347103119,96.506439209,289.768127441,0.00681856554002,-83.540222168,-83.540222168
2016-06-14 22:00:00,14.7443481445,0.0,0.0,313.892547607,392.088775635,-1.04119920731,7.27167892456,87.5756835938,288.49420166,0.00672317435965,-78.1962280273,-78.1962280273
2016-06-14 23:00:00,14.4331604004,0.0,0.0,314.601531982,388.432220459,-1.05195140839,3.93035888672,79.1375732422,287.906555176,0.00670532509685,-73.8306884766,-73.8306884766
2016-06-15 00:00:00,14.5097290039,0.0,0.0,315.41595459,387.701751709,-0.218594163656,0.400851249695,73.5041427612,287.692687988,0.00652271509171,-72.2857971191,-72.2857971191
2016-06-15 01:00:00,14.7736450195,0.0,0.0,317.828338623,386.832061768,-0.146850675344,-3.03351354599,65.5892944336,287.674255371,0.00636448245496,-69.0037231445,-69.0037231445
2016-06-15 02:00:00,14.9499450684,0.0,0.0,321.369293213,387.105316162,-1.48869812489,-4.29475498199,58.8523178101,287.746826172,0.00719065684825,-65.7360229492,-65.7360229492
2016-06-15 03:00:00,13.5909057617,0.0,0.0,321.361419678,382.402252197,-1.56779015064,-0.698080539703,58.6864547729,286.68371582,0.00740921497345,-61.0408325195,-61.0408325195
2016-06-15 04:00:00,13.4512878418,0.0,0.0,324.21572876,381.230102539,-1.20822286606,-1.30190515518,53.9915542603,286.494689941,0.00724527845159,-57.0143737793,-57.0143737793
2016-06-15 05:00:00,12.7858825684,0.0,0.0,325.136108398,377.289916992,-1.04618561268,-0.0725903511047,52.2744674683,285.929962158,0.00723715312779,-52.1538085938,-52.1538085938
2016-06-15 06:00:00,13.8628173828,18.5695285797,3.22809815407,330.404754639,380.612731934,0.48791384697,-0.461460113525,38.246509552,286.974975586,0.00743725011125,-50.2079772949,-34.8665468693
2016-06-15 07:00:00,17.4327026367,177.545730591,30.8642845154,335.957550049,403.766448975,34.386013031,14.431350708,-21.2043418884,291.324157715,0.00852392613888,-67.8088989258,78.8725471497
2016-06-15 08:00:00,19.6887451172,243.815109253,42.3844490051,385.320922852,422.758850098,60.4281539917,40.4549407959,-50.0353469849,294.394470215,0.00931679271162,-37.4379272461,163.992733002
