,T2,SWDNB,SWUPB,LWDNB,LWUPB,LH,HFX,GRDFLX
2016-05-29 06:00:00,288.453582764,23.4005260468,2.80806350708,329.914825439,379.450927734,-1.80149233341,-3.27760601044,27.2970371246
2016-05-29 07:00:00,290.698883057,192.041259766,23.0449466705,333.610778809,404.687561035,35.8334121704,35.8689994812,-21.849155426
2016-05-29 08:00:00,295.274536133,388.748046875,46.6497573853,350.551055908,437.164215088,97.9951705933,84.6339569092,-68.8616714478
2016-05-29 09:00:00,298.37008667,579.320129395,69.5184326172,364.257354736,464.45526123,175.675430298,136.507507324,-95.2400283813
2016-05-29 10:00:00,300.542510986,746.110168457,89.5332107544,375.454925537,484.94921875,252.366348267,187.129989624,-106.750114441
2016-05-29 11:00:00,301.578643799,871.127746582,104.535331726,383.999450684,496.085723877,307.673858643,244.141357422,-102.995391846
2016-05-29 12:00:00,301.586791992,940.013305664,112.801612854,387.623168945,501.65020752,328.908081055,293.580474854,-92.5644760132
2016-05-29 13:00:00,301.2371521,963.217041016,115.586044312,387.386444092,503.285400391,331.617645264,323.140655518,-79.9374160767
2016-05-29 14:00:00,300.987091064,933.664672852,112.039772034,389.223449707,500.633636475,323.632415771,325.474029541,-64.4221038818
2016-05-29 15:00:00,300.755767822,850.93963623,102.112739563,390.523925781,496.081268311,302.603485107,294.399505615,-49.7099075317
2016-05-29 16:00:00,299.916046143,709.35369873,85.1224746704,389.104217529,486.502593994,258.663818359,240.513092041,-31.0772724152
2016-05-29 17:00:00,299.183197021,528.792175293,63.4550666809,389.24230957,474.750762939,199.290802002,170.331054688,-13.1412229538
2016-05-29 18:00:00,298.068115234,353.730438232,42.4476623535,386.596069336,461.905029297,140.058059692,105.246109009,5.50636768341
2016-05-29 19:00:00,295.942962646,188.730514526,22.6476612091,382.455688477,442.454437256,79.7757644653,57.3258628845,28.2106895447
2016-05-29 20:00:00,293.070373535,26.253660202,3.15043926239,371.076171875,421.308532715,15.6943902969,13.3103046417,52.6567153931
2016-05-29 21:00:00,291.35345459,0.0,0.0,365.532531738,408.882385254,2.19167637825,10.6483469009,55.3556594849
2016-05-29 22:00:00,290.810668945,0.0,0.0,364.141845703,405.36050415,1.60184907913,6.63907623291,48.7800865173
2016-05-29 23:00:00,290.0909729,0.0,0.0,362.091522217,401.354125977,1.27199733257,5.02437591553,44.8799705505
