,T2,SWDNB,SWUPB,LWDNB,LWUPB,LH,HFX,GRDFLX
2016-05-26 19:00:00,302.647521973,892.558898926,179.270309448,370.790802002,478.153259277,489.404785156,54.7115364075,-62.4192237854
2016-05-26 20:00:00,302.491027832,764.510070801,153.551727295,372.668304443,474.621551514,431.634643555,27.9563903809,-50.431640625
2016-05-26 21:00:00,302.004302979,593.701721191,119.244895935,374.47555542,467.909301758,352.097595215,-5.32715702057,-35.5748748779
2016-05-26 22:00:00,301.044891357,400.08380127,80.3567810059,374.476318359,459.354156494,244.521682739,-27.7396736145,-19.8472251892
2016-05-26 23:00:00,299.193969727,195.989730835,39.3645133972,366.964416504,446.077606201,122.015327454,-40.5243759155,1.42766141891
2016-05-27 00:00:00,296.98526001,29.9159145355,6.00860691071,366.562103271,431.992523193,25.5328903198,-45.5661239624,19.6220474243
2016-05-27 01:00:00,295.297149658,0.0,0.0,365.663513184,423.196044922,6.36787366867,-36.8257026672,26.3657741547
2016-05-27 02:00:00,294.075134277,0.0,0.0,364.409820557,417.431243896,7.16991901398,-29.7522087097,29.6267585754
2016-05-27 03:00:00,293.22479248,0.0,0.0,366.385253906,413.154632568,5.01133871078,-21.6602592468,29.6702861786
2016-05-27 04:00:00,292.755126953,0.0,0.0,365.943878174,410.662445068,4.61901521683,-22.2057495117,26.9344348907
2016-05-27 05:00:00,293.053009033,0.0,0.0,368.523071289,411.396026611,6.63721466064,-30.2572650909,19.3870048523
2016-05-27 06:00:00,292.854217529,0.0,0.0,366.491912842,410.329620361,6.98054790497,-32.9795761108,17.4475002289
2016-05-27 07:00:00,292.60824585,0.0,0.0,364.942779541,408.50894165,5.59288358688,-33.0587234497,15.9155893326
2016-05-27 08:00:00,292.242675781,0.0,0.0,366.073516846,407.04309082,6.64503717422,-31.8165855408,15.3219089508
2016-05-27 09:00:00,291.563446045,0.0,0.0,363.905883789,403.688537598,6.39169883728,-27.9404850006,17.6642036438
2016-05-27 10:00:00,291.162231445,10.1562671661,2.0398850441,360.675842285,400.721923828,12.5252075195,-26.9941596985,17.5851459503
2016-05-27 11:00:00,292.615234375,164.648422241,33.0695991516,361.633483887,410.6355896,73.2976608276,-0.718746244907,-7.49199199677
2016-05-27 12:00:00,294.60458374,360.504821777,72.4073486328,363.992004395,426.117767334,155.061935425,34.2074775696,-33.981010437
2016-05-27 13:00:00,296.592163086,553.34564209,111.139411926,371.147918701,441.99822998,245.88079834,68.3906555176,-54.9333610535
2016-05-27 14:00:00,298.329681396,719.115844727,144.434280396,377.464294434,457.398223877,310.211730957,109.661582947,-72.7946395874
2016-05-27 15:00:00,299.678497314,851.366516113,170.996841431,384.950653076,469.906158447,370.245513916,142.945114136,-81.3019256592
2016-05-27 16:00:00,300.699584961,939.742919922,188.747238159,391.492736816,479.444946289,407.141967773,169.920349121,-85.4353637695
2016-05-27 17:00:00,301.60446167,974.673706055,195.763046265,396.693695068,486.093231201,430.713348389,175.822967529,-83.4672622681
2016-05-27 18:00:00,302.023010254,951.845275879,191.177963257,398.432830811,486.628112793,442.035339355,158.354736328,-73.3183441162
2016-05-27 19:00:00,302.026031494,876.656311035,176.076293945,395.251190186,481.143798828,448.041809082,111.213783264,-56.8705749512
2016-05-27 20:00:00,301.912231445,750.853149414,150.80871582,394.283599854,475.717132568,407.887115479,67.7976303101,-44.0181503296
2016-05-27 21:00:00,301.657104492,585.392578125,117.576019287,394.606018066,470.542480469,332.71862793,27.876329422,-32.6105308533
2016-05-27 22:00:00,300.805541992,395.68661499,79.4735870361,393.840240479,462.586456299,235.68270874,-3.97076773643,-17.8004722595
2016-05-27 23:00:00,298.660491943,171.95098877,34.5363197327,391.656982422,447.890838623,131.744308472,-37.1697998047,8.75502872467
2016-05-28 00:00:00,296.20715332,14.3521881104,2.88263487816,399.215393066,431.01473999,43.4126014709,-36.2101097107,26.2988796234
2016-05-28 01:00:00,294.836975098,0.0,0.0,389.739807129,423.868286133,22.6266288757,-25.1017246246,30.5702610016
2016-05-28 02:00:00,293.905853271,0.0,0.0,376.021057129,417.96963501,16.3790168762,-24.7975959778,32.4467697144
2016-05-28 03:00:00,293.311737061,0.0,0.0,372.716247559,413.688873291,14.1530342102,-23.1588249207,31.4530220032
2016-05-28 04:00:00,292.910095215,0.0,0.0,371.141967773,411.311798096,17.2043304443,-28.7286701202,28.3712329865
2016-05-28 05:00:00,292.764587402,0.0,0.0,369.202789307,410.086914062,14.6234207153,-31.1528491974,24.1927947998
2016-05-28 06:00:00,292.441741943,0.0,0.0,365.114685059,408.000946045,11.8856315613,-32.0103645325,22.5169410706
2016-05-28 07:00:00,292.28805542,0.0,0.0,364.185943604,406.931762695,11.8873720169,-34.148651123,20.024274826
2016-05-28 08:00:00,291.481201172,0.0,0.0,361.786621094,402.936950684,10.0638380051,-27.9588851929,22.7160110474
2016-05-28 09:00:00,292.34954834,0.0,0.0,412.633178711,411.95892334,18.8114528656,-12.720952034,5.61011505127
2016-05-28 10:00:00,292.047363281,7.76080369949,1.55875647068,396.014862061,410.295898438,27.0731735229,-23.0366764069,9.84622478485
2016-05-28 11:00:00,292.600463867,168.104995728,33.7638511658,361.473419189,409.566131592,86.7642822266,-6.22217798233,-3.04226732254
2016-05-28 12:00:00,294.345916748,361.89855957,72.6872634888,366.237884521,424.4347229,170.864181519,30.2986831665,-27.4911670685
2016-05-28 13:00:00,296.111816406,554.173461914,111.305641174,369.936248779,439.329223633,255.449737549,68.4487304688,-47.7248001099
2016-05-28 14:00:00,297.622253418,724.643249512,145.544464111,375.693054199,452.777282715,328.073059082,108.718711853,-63.3133163452
2016-05-28 15:00:00,299.454956055,858.711181641,172.472000122,382.877319336,468.395324707,384.361358643,136.440536499,-78.6077804565
2016-05-28 16:00:00,301.004821777,946.628540039,190.130172729,388.582672119,480.647766113,424.572662354,152.077163696,-86.8119735718
2016-05-28 17:00:00,302.064025879,980.848022461,197.003158569,392.207489014,488.702484131,447.070007324,154.512619019,-86.0800094604
2016-05-28 18:00:00,302.495391846,957.495117188,192.312744141,394.016540527,489.757415771,451.466003418,143.193954468,-75.9712142944
2016-05-28 19:00:00,302.410858154,881.676940918,177.084686279,392.024749756,484.972869873,443.254760742,110.498786926,-59.6219215393
2016-05-28 20:00:00,301.964477539,757.432617188,152.130233765,386.176879883,476.057952881,416.110900879,59.9493103027,-40.9921646118
2016-05-28 21:00:00,301.28729248,592.906433105,119.085174561,381.673980713,467.041748047,349.838378906,15.8252801895,-24.5711154938
2016-05-28 22:00:00,300.043701172,402.060333252,80.7537536621,378.35748291,456.237213135,245.776473999,-9.03084087372,-8.27301502228
2016-05-28 23:00:00,298.338745117,205.50630188,41.2759132385,372.327423096,444.391296387,131.702514648,-26.543264389,10.0626773834
2016-05-29 00:00:00,295.465545654,33.534942627,6.73548650742,360.305664062,425.262329102,29.4033432007,-27.5074157715,36.48595047
2016-05-29 01:00:00,293.737884521,0.0,0.0,351.032714844,414.154052734,6.78129673004,-27.1657562256,41.7537879944
2016-05-29 02:00:00,292.556243896,0.0,0.0,343.044067383,408.1300354,6.70788669586,-27.9979476929,42.8720169067
2016-05-29 03:00:00,291.227600098,0.0,0.0,337.298522949,401.374542236,2.88226127625,-19.852148056,46.0359573364
2016-05-29 04:00:00,290.315307617,0.0,0.0,331.41003418,396.13671875,-2.41259765625,-17.1633758545,44.8974494934
2016-05-29 05:00:00,289.722961426,0.0,0.0,326.589019775,392.594116211,-12.0560045242,-11.7213039398,42.28647995
2016-05-29 06:00:00,289.248077393,0.0,0.0,320.976043701,390.834960938,-17.0141029358,-12.9663610458,39.2028045654
2016-05-29 07:00:00,288.589538574,0.0,0.0,318.691375732,386.342132568,-16.4496917725,-11.1485328674,39.7666320801
2016-05-29 08:00:00,288.857421875,0.0,0.0,373.759063721,392.417205811,1.34889471531,1.66489636898,23.3684101105
2016-05-29 09:00:00,289.453399658,0.0,0.0,393.478820801,397.668670654,2.46177959442,5.16284942627,12.9094781876
2016-05-29 10:00:00,290.306945801,5.95827770233,1.19671940804,400.917266846,402.557312012,2.42364192009,3.58037447929,3.61635112762
2016-05-29 11:00:00,290.613433838,70.66456604,14.1929702759,401.892303467,408.34387207,17.5078811646,24.0376644135,-7.50406551361
2016-05-29 12:00:00,291.158203125,188.00958252,37.7616844177,402.558105469,417.4972229,47.6508178711,61.9440422058,-23.9226932526
2016-05-29 13:00:00,293.566223145,567.022827148,113.88646698,348.879974365,436.166290283,151.091567993,147.349517822,-62.2185401917
2016-05-29 14:00:00,296.934295654,731.66027832,146.953857422,367.538360596,462.000579834,226.301574707,173.70173645,-88.1869277954
2016-05-29 15:00:00,298.767059326,859.335388184,172.597366333,380.118255615,477.219207764,297.148040771,197.400665283,-95.3167114258
2016-05-29 16:00:00,299.957092285,929.141662598,186.617950439,390.075500488,487.155303955,340.468322754,209.73487854,-96.1921691895
2016-05-29 17:00:00,300.944244385,968.809997559,194.585357666,395.975616455,493.551177979,368.629943848,216.902084351,-92.5156860352
2016-05-29 18:00:00,301.055023193,622.241577148,124.977165222,441.109069824,479.811309814,275.14932251,118.325149536,-63.1136512756
2016-05-29 19:00:00,300.859924316,440.860443115,88.5467529297,442.222900391,471.200012207,215.162063599,63.6862449646,-43.1766929626
2016-05-29 20:00:00,301.049621582,583.628356934,117.221633911,424.866546631,481.981231689,266.088195801,103.145584106,-45.4936256409
2016-05-29 21:00:00,300.605499268,521.513916016,104.745979309,407.124603271,474.076599121,221.677719116,92.1886062622,-37.4510726929
2016-05-29 22:00:00,299.638580322,171.899368286,34.5259628296,440.70022583,459.168640137,101.687217712,8.87284088135,-9.84481811523
2016-05-29 23:00:00,298.978973389,101.611053467,20.4085674286,437.286254883,453.24206543,70.3527526855,-5.01175832748,-1.58203232288
2016-05-30 00:00:00,297.410064697,28.8852138519,5.80158948898,395.244445801,439.88659668,18.1971645355,-22.6421260834,14.8273324966
2016-05-30 01:00:00,296.057861328,0.0,0.0,396.450744629,432.05267334,2.27364563942,-15.8190698624,20.8691234589
2016-05-30 02:00:00,294.841461182,0.0,0.0,390.025543213,425.972381592,0.824707984924,-11.5077810287,24.3326931
2016-05-30 03:00:00,294.390014648,0.0,0.0,405.311401367,425.059509277,1.89063191414,-1.12654578686,20.1954631805
2016-05-30 04:00:00,293.935760498,0.0,0.0,419.869476318,425.22177124,2.11423492432,9.75495243073,16.6084957123
2016-05-30 05:00:00,293.661468506,0.0,0.0,419.287475586,423.385650635,2.00276327133,8.97994804382,14.7895469666
2016-05-30 06:00:00,293.480224609,0.0,0.0,418.70690918,422.162506104,1.97133636475,7.74668216705,12.9024734497
2016-05-30 07:00:00,293.49508667,0.0,0.0,418.827545166,421.612609863,1.67336857319,5.49552822113,9.9426984787
2016-05-30 08:00:00,293.587432861,0.0,0.0,419.651916504,421.772338867,1.32529878616,3.44306564331,6.87233257294
2016-05-30 09:00:00,293.594360352,0.0,0.0,419.895690918,421.693725586,1.05663526058,2.10539960861,4.8494644165
2016-05-30 10:00:00,293.640686035,3.41976475716,0.686859190464,420.045501709,421.533203125,1.35684096813,2.03862833977,2.45066928864
2016-05-30 11:00:00,293.783721924,31.232624054,6.27306699753,420.213226318,423.887359619,7.59623241425,10.4667329788,-2.94220542908
2016-05-30 12:00:00,293.944458008,70.7714385986,14.2144317627,420.253082275,426.523803711,18.1344795227,23.1420593262,-8.49075603485
2016-05-30 13:00:00,294.118438721,124.653068542,25.0365562439,419.986785889,429.804046631,33.2565727234,41.4091148376,-14.3917865753
2016-05-30 14:00:00,295.670013428,402.73614502,80.8894882202,420.800567627,444.431518555,130.660552979,120.894554138,-42.7706413269
2016-05-30 15:00:00,297.692016602,742.332641602,149.097366333,411.084259033,466.488739014,253.101425171,212.674575806,-70.0962753296
2016-05-30 16:00:00,298.966308594,764.314880371,153.512527466,426.54876709,477.200286865,283.129943848,203.516235352,-73.4396820068
2016-05-30 17:00:00,299.910614014,711.370727539,142.878723145,435.361999512,479.585784912,290.97946167,170.503250122,-64.149810791
2016-05-30 18:00:00,300.668243408,941.300598145,189.060073853,396.021270752,481.070465088,360.760162354,225.061920166,-74.9304122925
2016-05-30 19:00:00,300.220367432,466.495910645,93.6956100464,439.818817139,473.280792236,216.35534668,86.8746871948,-38.4342651367
2016-05-30 20:00:00,299.78338623,332.36239624,66.7549362183,440.143493652,461.440338135,167.885742188,50.2366447449,-24.297460556
2016-05-30 21:00:00,299.013916016,168.964584351,33.936504364,440.089752197,455.010101318,100.968894958,11.4589662552,-8.61801052094
2016-05-30 22:00:00,299.27041626,304.063415527,61.0710945129,406.580078125,459.528076172,143.343566895,33.8277282715,-15.5374469757
2016-05-30 23:00:00,297.67755127,195.465591431,39.2592315674,388.195953369,447.109375,80.9330291748,19.7227077484,1.0282125473
2016-05-31 00:00:00,295.682739258,21.2938785553,4.27687215805,418.488098145,433.149291992,17.1519508362,3.83591461182,18.6542854309
2016-05-31 01:00:00,294.892578125,0.0,0.0,423.486480713,429.990081787,5.56802797318,7.57244586945,19.3435344696
2016-05-31 02:00:00,294.345703125,0.0,0.0,421.294647217,427.486694336,3.87913966179,9.23968505859,18.7609062195
2016-05-31 03:00:00,294.162384033,0.0,0.0,420.254058838,425.815551758,2.62848472595,7.86088037491,15.9572639465
2016-05-31 04:00:00,293.805633545,0.0,0.0,420.137329102,424.221893311,2.04626846313,9.10202980042,14.8881196976
2016-05-31 05:00:00,293.689025879,0.0,0.0,419.545440674,422.9190979,1.77373290062,7.38638401031,12.5616378784
2016-05-31 06:00:00,293.665710449,0.0,0.0,419.896148682,422.908935547,1.55075001717,5.42283153534,9.76546001434
2016-05-31 07:00:00,293.60369873,0.0,0.0,419.651611328,422.145782471,1.38780677319,4.20532798767,7.99979496002
2016-05-31 08:00:00,293.4972229,0.0,0.0,419.341705322,421.563964844,1.2998073101,3.41721487045,6.73160648346
2016-05-31 09:00:00,293.284393311,0.0,0.0,418.070861816,420.494812012,1.1983962059,2.89067053795,6.27932739258
2016-05-31 10:00:00,293.196075439,2.65272665024,0.532799720764,417.127960205,419.712310791,1.48065412045,2.6384499073,4.76835250854
2016-05-31 11:00:00,293.752380371,121.40397644,24.3839664459,388.33883667,423.841064453,27.232334137,22.8884849548,-9.3140001297
2016-05-31 12:00:00,294.107818604,110.383979797,22.1706027985,417.97177124,429.929534912,37.350730896,28.0382995605,-11.5340099335
2016-05-31 13:00:00,296.080474854,548.485839844,110.163330078,377.410644531,453.993377686,160.155822754,139.471801758,-59.5165596008
2016-05-31 14:00:00,297.702301025,720.107910156,144.633590698,384.467224121,473.424682617,226.805541992,179.948547363,-79.04637146
2016-05-31 15:00:00,297.545135498,186.199661255,37.39818573,432.850189209,454.693359375,73.7597808838,29.6747531891,-27.6641197205
2016-05-31 16:00:00,297.331848145,185.723770142,37.3026008606,431.138641357,446.888793945,79.3646011353,29.9739646912,-22.1193504333
2016-05-31 17:00:00,300.025024414,975.421691895,195.913299561,392.955871582,494.127471924,343.674194336,239.866729736,-95.190246582
2016-05-31 18:00:00,300.614715576,675.60144043,135.694442749,440.642242432,485.29385376,273.437683105,153.018890381,-68.1413650513
2016-05-31 19:00:00,301.329589844,875.890136719,175.92237854,400.171447754,486.119812012,338.909759521,195.618469238,-73.2092056274
2016-05-31 20:00:00,297.675170898,67.8381500244,13.6252784729,436.751251221,447.340942383,60.0594787598,-3.10150265694,10.4632148743
2016-05-31 21:00:00,298.200073242,362.790527344,72.8664093018,430.210968018,458.761383057,172.403930664,80.8731613159,-10.9819602966
2016-05-31 22:00:00,297.671905518,385.607696533,77.4492721558,384.363861084,456.86328125,140.005828857,85.7212905884,-12.4082965851
2016-05-31 23:00:00,297.039001465,206.575286865,41.4906234741,381.625976562,446.901519775,68.9484863281,33.8168830872,1.21165847778
2016-06-01 00:00:00,296.192047119,36.6649169922,7.36414337158,381.783172607,435.305450439,2.92576599121,-2.11696743965,20.9618282318
2016-06-01 01:00:00,294.908111572,0.0,0.0,379.468688965,422.197021484,-4.85302782059,-7.08168458939,30.250415802
2016-06-01 02:00:00,293.845123291,0.0,0.0,375.608215332,418.922912598,-6.23646593094,-6.57986497879,29.6066093445
2016-06-01 03:00:00,294.45703125,0.0,0.0,423.285705566,427.36831665,4.7743844986,4.05469894409,12.7161569595
2016-06-01 04:00:00,293.306945801,0.0,0.0,391.171234131,415.302825928,0.176919832826,-3.85333967209,22.5211811066
2016-06-01 05:00:00,293.352661133,0.0,0.0,417.3565979,421.68737793,2.13253355026,6.70923280716,13.0837936401
2016-06-01 06:00:00,293.275665283,0.0,0.0,417.282653809,421.157775879,1.79430747032,5.40654754639,10.9060344696
2016-06-01 07:00:00,293.104064941,0.0,0.0,416.740661621,420.109344482,1.71826028824,5.22726154327,10.0321340561
2016-06-01 08:00:00,292.91897583,0.0,0.0,416.011352539,418.952087402,1.68922805786,4.83395433426,9.24604129791
2016-06-01 09:00:00,292.802368164,0.0,0.0,415.414276123,418.162231445,1.50366652012,3.95307683945,8.05107307434
2016-06-01 10:00:00,292.836151123,3.55765199661,0.714553952217,415.481658936,417.921447754,1.94396483898,3.74933671951,5.58822631836
2016-06-01 11:00:00,292.90725708,28.9003219604,5.80462551117,415.661987305,420.142700195,7.93219852448,11.3695983887,0.737091124058
2016-06-01 12:00:00,292.873413086,55.3903656006,11.1251487732,414.45324707,420.978729248,14.9375457764,20.2664871216,-2.20477461815
2016-06-01 13:00:00,293.990875244,324.788604736,65.2337493896,411.420898438,434.166137695,100.405593872,100.057693481,-32.0192108154
2016-06-01 14:00:00,296.265686035,606.313293457,121.777923584,403.739379883,462.155761719,198.269195557,171.767501831,-59.7290306091
2016-06-01 15:00:00,297.263000488,569.785461426,114.441299438,424.620483398,463.10244751,204.828720093,154.203582764,-57.6298484802
2016-06-01 16:00:00,298.13848877,711.560424805,142.916793823,426.751525879,473.781494141,258.1690979,195.739562988,-67.4192199707
2016-06-01 17:00:00,299.197509766,820.450134277,164.787338257,420.349060059,483.643280029,308.735046387,216.942016602,-69.4593048096
2016-06-01 18:00:00,299.286651611,549.708496094,110.408866882,435.684875488,472.307983398,230.211746216,128.875457764,-44.9779891968
2016-06-01 19:00:00,299.221160889,388.253662109,77.9806747437,435.752227783,463.834533691,177.443191528,74.8364639282,-29.9334888458
2016-06-01 20:00:00,299.624969482,624.672424316,125.465354919,417.787841797,479.094848633,256.773345947,144.467208862,-43.2033424377
2016-06-01 21:00:00,298.153839111,195.091430664,39.1840934753,433.914428711,446.155181885,109.407577515,23.834777832,-5.91802215576
2016-06-01 22:00:00,297.646820068,147.953170776,29.7163715363,432.769500732,449.684020996,79.1735076904,21.9450092316,-2.18877673149
2016-06-01 23:00:00,296.57220459,50.8083610535,10.2048521042,430.106750488,440.369537354,37.1335945129,4.22371673584,9.51647758484
2016-06-02 00:00:00,295.083953857,24.3196277618,4.88459396362,400.668548584,429.540252686,16.3411121368,-3.19013524055,21.1434764862
2016-06-02 01:00:00,293.778045654,0.0,0.0,417.264556885,424.706298828,6.17580699921,11.5917425156,24.3094043732
2016-06-02 02:00:00,292.716033936,0.0,0.0,412.844573975,419.400848389,4.84791707993,16.3971729279,27.0632247925
2016-06-02 03:00:00,292.201965332,0.0,0.0,410.011077881,416.390472412,4.43801689148,15.6465539932,25.9586143494
2016-06-02 04:00:00,291.882659912,0.0,0.0,408.30065918,414.823242188,3.50552797318,13.4486618042,23.101272583
2016-06-02 05:00:00,291.809631348,0.0,0.0,408.333587646,413.721038818,2.85204315186,11.8042764664,19.9539489746
2016-06-02 06:00:00,291.881439209,0.0,0.0,409.28036499,413.565734863,2.62032675743,9.63802719116,16.4462223053
2016-06-02 07:00:00,291.881744385,0.0,0.0,409.559783936,413.192718506,2.42156267166,7.98650550842,13.9120664597
2016-06-02 08:00:00,291.748199463,0.0,0.0,409.060424805,412.349243164,2.36135673523,7.34806871414,12.7372655869
2016-06-02 09:00:00,291.510803223,0.0,0.0,407.787109375,410.963500977,2.35987043381,7.20888566971,12.4673833847
2016-06-02 10:00:00,291.351348877,3.9829351902,0.799971878529,406.636383057,409.816253662,3.10861468315,7.88756036758,11.1431255341
2016-06-02 11:00:00,291.477508545,40.5543441772,8.14533424377,406.469116211,412.293487549,11.6223497391,18.6611347198,4.22124624252
2016-06-02 12:00:00,291.81439209,99.140625,19.9123764038,407.153320312,417.123413086,26.1509666443,37.0601272583,-5.29221963882
2016-06-02 13:00:00,292.479370117,194.159881592,38.9969825745,408.302947998,424.577362061,55.6555976868,63.8970680237,-18.1170883179
2016-06-02 14:00:00,293.554138184,351.487243652,70.5961914062,410.493835449,436.98840332,105.718734741,110.68069458,-36.5842704773
2016-06-02 15:00:00,295.041473389,450.614746094,90.5058746338,414.753479004,448.462799072,144.497497559,131.103759766,-49.6624565125
2016-06-02 16:00:00,296.180145264,631.282348633,126.792922974,418.075622559,462.097747803,212.301376343,185.155044556,-62.9759750366
2016-06-02 17:00:00,297.184082031,687.883911133,138.161392212,423.268890381,470.329437256,239.763641357,195.776000977,-67.2131347656
2016-06-02 18:00:00,298.280731201,845.022460938,169.722610474,407.016265869,481.011108398,300.675750732,232.228637695,-71.5311813354
2016-06-02 19:00:00,298.508422852,617.265625,123.977752686,427.71282959,470.857452393,242.319702148,157.242172241,-50.8196640015
2016-06-02 20:00:00,298.647918701,454.315979004,91.2492828369,432.005828857,466.602264404,193.306472778,101.569770813,-35.5931549072
2016-06-02 21:00:00,298.274902344,293.89730835,59.0292396545,432.730224609,457.185333252,138.697021484,54.3018722534,-18.8652420044
2016-06-02 22:00:00,297.580322266,177.834259033,35.7179870605,430.920837402,449.155975342,92.2377624512,26.9684391022,-6.08279895782
2016-06-02 23:00:00,296.389251709,115.138496399,23.1255531311,421.147247314,441.350799561,61.3627738953,17.6560001373,5.18017959595
2016-06-03 00:00:00,294.300262451,28.5428791046,5.73283147812,377.959777832,425.456237793,13.8332300186,-7.72064113617,27.2655029297
2016-06-03 01:00:00,292.236755371,0.0,0.0,363.311981201,411.005432129,1.54417490959,-8.45062065125,39.7192001343
2016-06-03 02:00:00,292.052215576,0.0,0.0,406.192993164,414.751708984,4.42816114426,14.9532785416,27.8333969116
2016-06-03 03:00:00,291.857147217,0.0,0.0,406.429290771,413.870422363,3.79216146469,13.4203205109,24.3235378265
